src_account_id,employee_src_id,system_code,system_name,account_login,account_type_code,account_type_name,privileged_flag,admin_flag,account_status,created_at,disabled_at,source_system,load_dttm,batch_id
ACC-0004154,E01282,AD,Active Directory,e01282_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-12-01 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004155,E01282,MAIL,Corporate Mail,e01282_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-12-03 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004156,E01282,VPN,VPN Gateway,e01282_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-09-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004157,E01282,ERP,ERP Platform,e01282_erp,BUSINESS,Бизнес-учётная запись,N,N,DISABLED,2024-11-01 00:00:00,2025-02-02 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004158,E01283,AD,Active Directory,e01283_ad,DOMAIN,Доменная учётная запись,Y,N,ACTIVE,2024-11-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004159,E01283,MAIL,Corporate Mail,e01283_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-11-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004160,E01283,VPN,VPN Gateway,e01283_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-09-14 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004161,E01283,DWH,Data Warehouse,e01283_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2024-11-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004162,E01283,FILE,File Storage,e01283_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2024-10-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004163,E01284,AD,Active Directory,e01284_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2023-07-13 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004164,E01284,MAIL,Corporate Mail,e01284_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-04-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004165,E01284,VPN,VPN Gateway,e01284_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2023-04-16 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004166,E01284,FILE,File Storage,e01284_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2023-06-22 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004167,E01284,DWH,Data Warehouse,e01284_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2023-05-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004168,E01285,AD,Active Directory,e01285_ad,DOMAIN,Доменная учётная запись,Y,N,ACTIVE,2020-07-11 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004169,E01285,VPN,VPN Gateway,e01285_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2020-05-02 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004170,E01285,CRM,CRM Platform,e01285_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2020-07-14 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004171,E01285,DWH,Data Warehouse,e01285_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2020-05-03 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004172,E01286,AD,Active Directory,e01286_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2019-12-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004173,E01286,MAIL,Corporate Mail,e01286_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-01-24 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004174,E01286,VPN,VPN Gateway,e01286_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2019-12-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004175,E01286,DWH,Data Warehouse,e01286_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2020-01-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004176,E01287,AD,Active Directory,e01287_ad,DOMAIN,Доменная учётная запись,Y,N,ACTIVE,2021-01-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004177,E01287,VPN,VPN Gateway,e01287_vpn,REMOTE,Удалённый доступ,N,N,DISABLED,2020-12-15 00:00:00,2021-09-21 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004178,E01288,AD,Active Directory,e01288_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2025-03-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004179,E01288,MAIL,Corporate Mail,e01288_mail,MAILBOX,Почтовая учётная запись,N,N,DISABLED,2025-01-24 00:00:00,2025-09-20 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004180,E01288,ERP,ERP Platform,e01288_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2025-02-13 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004181,E01288,FILE,File Storage,e01288_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2025-02-19 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004182,E01289,AD,Active Directory,e01289_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-10-22 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004183,E01289,MAIL,Corporate Mail,e01289_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-01-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004184,E01289,VPN,VPN Gateway,e01289_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-01-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004185,E01289,FILE,File Storage,e01289_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2020-12-15 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004186,E01290,AD,Active Directory,e01290_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-06-15 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004187,E01290,MAIL,Corporate Mail,e01290_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-07-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004188,E01290,VPN,VPN Gateway,e01290_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-07-23 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004189,E01290,FILE,File Storage,e01290_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2021-08-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004190,E01291,AD,Active Directory,e01291_ad,DOMAIN,Доменная учётная запись,Y,N,ACTIVE,2023-09-09 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004191,E01291,MAIL,Corporate Mail,e01291_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-07-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004192,E01291,CRM,CRM Platform,e01291_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2023-07-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004193,E01291,DWH,Data Warehouse,e01291_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2023-06-11 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004194,E01292,AD,Active Directory,e01292_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-07-09 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004195,E01292,MAIL,Corporate Mail,e01292_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-05-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004196,E01292,VPN,VPN Gateway,e01292_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-06-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004197,E01293,AD,Active Directory,e01293_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2019-07-24 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004198,E01293,MAIL,Corporate Mail,e01293_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2019-08-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004199,E01293,VPN,VPN Gateway,e01293_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2019-06-03 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004200,E01293,FILE,File Storage,e01293_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2019-06-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004201,E01294,AD,Active Directory,e01294_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-04-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004202,E01294,MAIL,Corporate Mail,e01294_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-05-14 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004203,E01295,AD,Active Directory,e01295_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-07-05 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004204,E01295,VPN,VPN Gateway,e01295_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2020-06-25 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004205,E01296,AD,Active Directory,e01296_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2023-10-03 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004206,E01296,MAIL,Corporate Mail,e01296_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-06-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004207,E01297,AD,Active Directory,e01297_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-01-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004208,E01297,MAIL,Corporate Mail,e01297_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-03-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004209,E01297,DWH,Data Warehouse,e01297_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2021-01-18 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004210,E01298,AD,Active Directory,e01298_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-01-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004211,E01298,MAIL,Corporate Mail,e01298_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2019-12-28 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004212,E01298,ERP,ERP Platform,e01298_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2019-12-12 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004213,E01299,AD,Active Directory,e01299_ad,DOMAIN,Доменная учётная запись,Y,Y,ACTIVE,2021-06-27 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004214,E01299,MAIL,Corporate Mail,e01299_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-09-13 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004215,E01299,FILE,File Storage,e01299_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2021-07-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004216,E01299,ERP,ERP Platform,e01299_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2021-08-22 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004217,E01300,AD,Active Directory,e01300_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-03-18 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004218,E01300,MAIL,Corporate Mail,e01300_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-12-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004219,E01301,AD,Active Directory,e01301_ad,DOMAIN,Доменная учётная запись,Y,N,ACTIVE,2020-07-06 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004220,E01301,MAIL,Corporate Mail,e01301_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-08-19 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004221,E01302,AD,Active Directory,e01302_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-02-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004222,E01302,MAIL,Corporate Mail,e01302_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-03-11 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004223,E01302,DWH,Data Warehouse,e01302_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2024-02-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004224,E01303,AD,Active Directory,e01303_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-08-31 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004225,E01303,MAIL,Corporate Mail,e01303_mail,MAILBOX,Почтовая учётная запись,N,N,DISABLED,2020-07-01 00:00:00,2021-04-14 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004226,E01303,FILE,File Storage,e01303_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2020-06-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004227,E01304,AD,Active Directory,e01304_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-09-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004228,E01304,MAIL,Corporate Mail,e01304_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-09-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004229,E01304,FILE,File Storage,e01304_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2020-09-01 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004230,E01305,AD,Active Directory,e01305_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-12-23 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004231,E01305,MAIL,Corporate Mail,e01305_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-10-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004232,E01305,VPN,VPN Gateway,e01305_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-10-06 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004233,E01305,FILE,File Storage,e01305_file,STORAGE,Файловая учётная запись,N,N,DISABLED,2021-10-24 00:00:00,2022-01-13 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004234,E01306,AD,Active Directory,e01306_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2022-11-05 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004235,E01306,MAIL,Corporate Mail,e01306_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2022-09-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004236,E01306,VPN,VPN Gateway,e01306_vpn,REMOTE,Удалённый доступ,N,N,DISABLED,2022-08-11 00:00:00,2023-06-02 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004237,E01306,DWH,Data Warehouse,e01306_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2022-10-11 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004238,E01307,AD,Active Directory,e01307_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2019-06-13 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004239,E01307,MAIL,Corporate Mail,e01307_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2019-05-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004240,E01307,VPN,VPN Gateway,e01307_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2019-04-19 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004241,E01308,AD,Active Directory,e01308_ad,DOMAIN,Доменная учётная запись,Y,N,ACTIVE,2021-12-24 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004242,E01308,MAIL,Corporate Mail,e01308_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-10-18 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004243,E01308,VPN,VPN Gateway,e01308_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-11-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004244,E01308,FILE,File Storage,e01308_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2022-01-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004245,E01309,AD,Active Directory,e01309_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-03-16 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004246,E01309,MAIL,Corporate Mail,e01309_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2021-05-15 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004247,E01309,VPN,VPN Gateway,e01309_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-02-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004248,E01309,DWH,Data Warehouse,e01309_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2021-04-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004249,E01310,AD,Active Directory,e01310_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2019-11-16 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004250,E01310,MAIL,Corporate Mail,e01310_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2019-10-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004251,E01310,CRM,CRM Platform,e01310_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2019-09-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004252,E01311,AD,Active Directory,e01311_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-07-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004253,E01311,CRM,CRM Platform,e01311_crm,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2021-05-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004254,E01312,AD,Active Directory,e01312_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-07-12 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004255,E01312,VPN,VPN Gateway,e01312_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2021-06-16 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004256,E01313,AD,Active Directory,e01313_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-04-04 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004257,E01313,MAIL,Corporate Mail,e01313_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-04-25 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004258,E01313,VPN,VPN Gateway,e01313_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-01-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004259,E01313,FILE,File Storage,e01313_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2024-05-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004260,E01313,DWH,Data Warehouse,e01313_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2024-01-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004261,E01314,AD,Active Directory,e01314_ad,DOMAIN,Доменная учётная запись,N,N,DISABLED,2023-09-25 00:00:00,2023-12-25 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004262,E01314,MAIL,Corporate Mail,e01314_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-09-05 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004263,E01314,VPN,VPN Gateway,e01314_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2023-06-25 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004264,E01314,DWH,Data Warehouse,e01314_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2023-08-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004265,E01315,AD,Active Directory,e01315_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2021-01-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004266,E01315,MAIL,Corporate Mail,e01315_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2020-12-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004267,E01315,VPN,VPN Gateway,e01315_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2020-12-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004268,E01315,DWH,Data Warehouse,e01315_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2020-10-06 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004269,E01316,AD,Active Directory,e01316_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2022-07-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004270,E01316,MAIL,Corporate Mail,e01316_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2022-09-02 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004271,E01316,FILE,File Storage,e01316_file,STORAGE,Файловая учётная запись,N,N,ACTIVE,2022-07-18 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004272,E01317,AD,Active Directory,e01317_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-05-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004273,E01317,MAIL,Corporate Mail,e01317_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2024-03-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004274,E01317,VPN,VPN Gateway,e01317_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-06-08 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004275,E01317,ERP,ERP Platform,e01317_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2024-07-02 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004276,E01318,AD,Active Directory,e01318_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2022-12-29 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004277,E01318,MAIL,Corporate Mail,e01318_mail,MAILBOX,Почтовая учётная запись,N,N,DISABLED,2022-11-27 00:00:00,2023-08-14 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004278,E01319,AD,Active Directory,e01319_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-09-21 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004279,E01319,VPN,VPN Gateway,e01319_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2024-12-07 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004280,E01319,DWH,Data Warehouse,e01319_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2024-09-27 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004281,E01320,AD,Active Directory,e01320_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2023-05-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004282,E01320,MAIL,Corporate Mail,e01320_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-05-22 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004283,E01320,VPN,VPN Gateway,e01320_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2023-08-01 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004284,E01320,ERP,ERP Platform,e01320_erp,BUSINESS,Бизнес-учётная запись,N,N,ACTIVE,2023-05-30 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004285,E01321,AD,Active Directory,e01321_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2023-06-23 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004286,E01321,MAIL,Corporate Mail,e01321_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-06-15 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004287,E01321,VPN,VPN Gateway,e01321_vpn,REMOTE,Удалённый доступ,N,N,ACTIVE,2023-08-02 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004288,E01322,AD,Active Directory,e01322_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2024-10-17 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004289,E01322,MAIL,Corporate Mail,e01322_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2025-01-10 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004290,E01323,AD,Active Directory,e01323_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2023-12-03 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004291,E01323,MAIL,Corporate Mail,e01323_mail,MAILBOX,Почтовая учётная запись,N,N,ACTIVE,2023-11-20 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004292,E01323,CRM,CRM Platform,e01323_crm,BUSINESS,Бизнес-учётная запись,N,N,DISABLED,2023-12-21 00:00:00,2024-08-12 00:00:00,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004293,E01323,DWH,Data Warehouse,e01323_dwh,ANALYTICS,Аналитическая учётная запись,N,N,ACTIVE,2023-10-26 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
ACC-0004294,E01324,AD,Active Directory,e01324_ad,DOMAIN,Доменная учётная запись,N,N,ACTIVE,2020-11-12 00:00:00,,iam_core,2024-12-31 11:00:00,access_batch_001
