src_role_assignment_id,employee_src_id,src_account_id,system_code,role_code,role_name,role_group,assigned_at,revoked_at,assignment_status,source_system,load_dttm,batch_id
ROLE-0005908,E01180,ACC-0003827,CRM,CRM_USER,Пользователь CRM,BASE,2024-08-05 02:02:32,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005909,E01181,ACC-0003828,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-02-21 15:59:54,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005910,E01181,ACC-0003828,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-07-07 08:30:45,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005911,E01181,ACC-0003828,AD,AD_USER,Пользователь домена,BASE,2024-05-16 07:42:23,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005912,E01181,ACC-0003829,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-01-21 08:14:15,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005913,E01181,ACC-0003830,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-03-26 08:07:05,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005914,E01181,ACC-0003831,ERP,ERP_ADMIN,Администратор ERP,PRIVILEGED,2024-08-05 19:06:05,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005915,E01182,ACC-0003832,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-02-20 17:21:10,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005916,E01182,ACC-0003833,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-08-16 03:23:51,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005917,E01182,ACC-0003833,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-06-06 17:38:44,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005918,E01182,ACC-0003834,VPN,VPN_USER,VPN пользователь,BASE,2024-01-31 03:39:18,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005919,E01182,ACC-0003835,FILE,FILE_ADMIN,Администратор файлового хранилища,PRIVILEGED,2024-11-24 02:53:29,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005920,E01183,ACC-0003836,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-06-17 18:14:41,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005921,E01183,ACC-0003837,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-05-04 20:44:44,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005922,E01183,ACC-0003838,FILE,FILE_USER,Пользователь файлового хранилища,BASE,2024-10-23 06:44:50,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005923,E01183,ACC-0003839,DWH,DWH_ADMIN,Администратор DWH,PRIVILEGED,2024-09-21 06:24:19,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005924,E01183,ACC-0003839,DWH,DWH_READER,Чтение DWH,BASE,2024-06-19 21:51:33,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005925,E01184,ACC-0003840,AD,AD_USER,Пользователь домена,BASE,2024-06-15 02:06:21,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005926,E01184,ACC-0003840,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-06-21 05:40:25,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005927,E01184,ACC-0003841,FILE,FILE_ADMIN,Администратор файлового хранилища,PRIVILEGED,2024-07-07 06:35:54,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005928,E01184,ACC-0003841,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-11-26 19:34:58,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005929,E01185,ACC-0003842,AD,AD_USER,Пользователь домена,BASE,2024-05-31 06:31:26,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005930,E01185,ACC-0003843,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-09-18 08:56:27,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005931,E01185,ACC-0003843,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-11-25 02:38:23,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005932,E01185,ACC-0003844,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-01-26 12:41:34,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005933,E01185,ACC-0003845,CRM,CRM_USER,Пользователь CRM,BASE,2024-08-09 18:40:45,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005934,E01185,ACC-0003845,CRM,CRM_MANAGER,Менеджер CRM,POWER,2024-11-06 22:59:02,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005935,E01185,ACC-0003846,DWH,DWH_ANALYST,Аналитик DWH,POWER,2024-08-20 22:58:24,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005936,E01185,ACC-0003846,DWH,DWH_READER,Чтение DWH,BASE,2024-07-31 15:29:17,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005937,E01186,ACC-0003847,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-02-10 15:08:38,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005938,E01186,ACC-0003848,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-04-30 08:15:48,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005939,E01187,ACC-0003849,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-09-10 16:21:17,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005940,E01187,ACC-0003849,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-08-21 09:37:21,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005941,E01187,ACC-0003850,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-11-25 17:49:23,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005942,E01187,ACC-0003850,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-10-15 10:18:47,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005943,E01187,ACC-0003851,VPN,VPN_USER,VPN пользователь,BASE,2024-06-17 23:34:00,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005944,E01188,ACC-0003852,AD,AD_USER,Пользователь домена,BASE,2024-04-01 19:44:48,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005945,E01188,ACC-0003852,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-10-30 22:00:17,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005946,E01188,ACC-0003852,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-10-08 13:20:11,2025-02-04 13:20:11,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005947,E01188,ACC-0003853,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-09-08 10:22:33,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005948,E01188,ACC-0003854,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-05-15 18:05:10,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005949,E01188,ACC-0003854,VPN,VPN_USER,VPN пользователь,BASE,2024-03-27 16:19:07,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005950,E01188,ACC-0003855,FILE,FILE_ADMIN,Администратор файлового хранилища,PRIVILEGED,2024-03-21 17:50:58,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005951,E01188,ACC-0003855,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-04-15 23:48:08,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005952,E01189,ACC-0003856,AD,AD_USER,Пользователь домена,BASE,2024-09-18 05:09:59,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005953,E01189,ACC-0003856,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-05-21 04:02:40,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005954,E01189,ACC-0003857,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-08-11 13:43:25,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005955,E01189,ACC-0003858,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-07-22 02:45:07,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005956,E01189,ACC-0003858,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-02-16 05:41:53,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005957,E01190,ACC-0003859,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-10-12 17:12:38,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005958,E01190,ACC-0003859,AD,AD_USER,Пользователь домена,BASE,2024-01-08 03:44:56,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005959,E01190,ACC-0003860,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-01-24 20:12:41,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005960,E01190,ACC-0003861,FILE,FILE_USER,Пользователь файлового хранилища,BASE,2024-09-15 19:04:56,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005961,E01190,ACC-0003861,FILE,FILE_ADMIN,Администратор файлового хранилища,PRIVILEGED,2024-04-20 16:17:49,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005962,E01191,ACC-0003862,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-06-09 01:21:41,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005963,E01191,ACC-0003862,AD,AD_USER,Пользователь домена,BASE,2024-06-16 16:48:59,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005964,E01191,ACC-0003863,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-09-30 14:41:17,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005965,E01191,ACC-0003863,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-08-06 22:27:41,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005966,E01191,ACC-0003864,DWH,DWH_ANALYST,Аналитик DWH,POWER,2024-04-28 14:53:47,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005967,E01192,ACC-0003865,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-05-11 10:24:06,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005968,E01193,ACC-0003866,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-09-13 06:26:36,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005969,E01193,ACC-0003866,AD,AD_USER,Пользователь домена,BASE,2024-06-09 11:53:27,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005970,E01193,ACC-0003867,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-10-01 09:11:33,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005971,E01193,ACC-0003868,VPN,VPN_USER,VPN пользователь,BASE,2024-08-16 20:28:38,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005972,E01194,ACC-0003869,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-11-13 13:19:02,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005973,E01194,ACC-0003869,AD,AD_USER,Пользователь домена,BASE,2024-01-26 11:15:59,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005974,E01195,ACC-0003870,AD,AD_USER,Пользователь домена,BASE,2024-11-05 22:33:17,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005975,E01195,ACC-0003870,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-11-24 06:16:15,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005976,E01195,ACC-0003871,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-01-16 20:47:34,2024-05-06 20:47:34,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005977,E01196,ACC-0003872,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-05-18 04:56:18,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005978,E01196,ACC-0003873,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-08-02 14:58:36,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005979,E01196,ACC-0003873,FILE,FILE_ADMIN,Администратор файлового хранилища,PRIVILEGED,2024-10-12 11:19:36,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005980,E01196,ACC-0003874,DWH,DWH_ANALYST,Аналитик DWH,POWER,2024-05-19 22:29:22,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005981,E01196,ACC-0003874,DWH,DWH_ADMIN,Администратор DWH,PRIVILEGED,2024-02-25 13:19:22,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005982,E01197,ACC-0003875,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-05-14 20:36:27,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005983,E01197,ACC-0003875,AD,AD_USER,Пользователь домена,BASE,2024-06-17 19:56:04,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005984,E01197,ACC-0003876,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-01-07 14:25:08,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005985,E01197,ACC-0003876,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-09-14 23:30:00,2024-11-28 23:30:00,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005986,E01197,ACC-0003877,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-01-13 02:34:01,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005987,E01198,ACC-0003878,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-03-01 15:02:11,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005988,E01198,ACC-0003878,AD,AD_USER,Пользователь домена,BASE,2024-01-10 07:02:53,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005989,E01198,ACC-0003879,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-08-25 22:29:07,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005990,E01198,ACC-0003879,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-03-13 09:18:25,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005991,E01199,ACC-0003880,AD,AD_USER,Пользователь домена,BASE,2024-05-05 23:20:26,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005992,E01199,ACC-0003880,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-05-04 04:02:07,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005993,E01199,ACC-0003881,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-04-21 15:21:17,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005994,E01199,ACC-0003881,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-02-26 11:53:09,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005995,E01199,ACC-0003882,ERP,ERP_ADMIN,Администратор ERP,PRIVILEGED,2024-05-25 08:34:03,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005996,E01199,ACC-0003882,ERP,ERP_APPROVER,Согласующий ERP,POWER,2024-04-22 22:45:37,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005997,E01199,ACC-0003883,DWH,DWH_READER,Чтение DWH,BASE,2024-04-01 11:04:12,2024-07-05 11:04:12,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005998,E01200,ACC-0003884,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-08-15 22:18:20,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0005999,E01200,ACC-0003884,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-05-08 14:24:30,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006000,E01200,ACC-0003885,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-02-18 19:23:47,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006001,E01200,ACC-0003886,VPN,VPN_USER,VPN пользователь,BASE,2024-07-14 14:07:37,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006002,E01200,ACC-0003886,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-01-02 02:08:49,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006003,E01200,ACC-0003887,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-02-02 22:01:30,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006004,E01200,ACC-0003888,DWH,DWH_ADMIN,Администратор DWH,PRIVILEGED,2024-08-25 23:08:23,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006005,E01200,ACC-0003888,DWH,DWH_ANALYST,Аналитик DWH,POWER,2024-07-25 14:40:26,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006006,E01201,ACC-0003889,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-06-27 19:45:50,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006007,E01201,ACC-0003889,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-02-12 14:35:58,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006008,E01201,ACC-0003890,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-06-02 05:22:51,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006009,E01201,ACC-0003891,CRM,CRM_USER,Пользователь CRM,BASE,2024-06-01 07:39:33,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006010,E01202,ACC-0003892,AD,AD_USER,Пользователь домена,BASE,2024-10-10 10:16:00,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006011,E01202,ACC-0003893,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-11-20 22:53:29,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006012,E01202,ACC-0003894,FILE,FILE_EXT,Расширенный файловый доступ,POWER,2024-05-13 02:04:58,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006013,E01203,ACC-0003895,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-01-17 11:30:56,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006014,E01203,ACC-0003896,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-01-29 12:19:39,2024-04-10 12:19:39,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006015,E01203,ACC-0003896,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-05-16 04:24:55,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006016,E01203,ACC-0003897,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-05-25 08:04:09,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006017,E01204,ACC-0003898,AD,AD_USER,Пользователь домена,BASE,2024-05-11 13:15:12,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006018,E01204,ACC-0003899,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-03-18 23:00:13,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006019,E01204,ACC-0003899,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-11-19 17:15:46,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006020,E01204,ACC-0003900,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-02-25 13:30:41,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006021,E01205,ACC-0003901,AD,AD_USER,Пользователь домена,BASE,2024-02-21 18:54:10,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006022,E01205,ACC-0003901,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-08-23 22:08:54,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006023,E01205,ACC-0003902,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-11-10 01:54:29,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006024,E01205,ACC-0003902,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-06-13 22:15:21,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006025,E01205,ACC-0003903,FILE,FILE_ADMIN,Администратор файлового хранилища,PRIVILEGED,2024-09-30 11:26:19,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006026,E01206,ACC-0003904,AD,AD_USER,Пользователь домена,BASE,2024-02-07 19:05:09,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006027,E01206,ACC-0003905,VPN,VPN_ADMIN,Администратор VPN,PRIVILEGED,2024-08-30 18:34:03,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006028,E01206,ACC-0003905,VPN,VPN_USER,VPN пользователь,BASE,2024-11-11 17:54:06,2024-12-26 17:54:06,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006029,E01206,ACC-0003906,FILE,FILE_USER,Пользователь файлового хранилища,BASE,2024-04-12 09:37:40,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006030,E01206,ACC-0003906,FILE,FILE_ADMIN,Администратор файлового хранилища,PRIVILEGED,2024-03-20 04:53:15,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006031,E01206,ACC-0003907,ERP,ERP_ADMIN,Администратор ERP,PRIVILEGED,2024-08-09 21:30:52,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006032,E01207,ACC-0003908,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-06-13 10:45:20,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006033,E01207,ACC-0003908,AD,AD_USER,Пользователь домена,BASE,2024-07-19 07:44:16,2024-09-01 07:44:16,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006034,E01207,ACC-0003909,MAIL,MAIL_POWER,Расширенный почтовый доступ,POWER,2024-11-23 12:27:43,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006035,E01207,ACC-0003910,DWH,DWH_ADMIN,Администратор DWH,PRIVILEGED,2024-04-24 21:39:16,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006036,E01208,ACC-0003911,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-05-15 16:52:38,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006037,E01208,ACC-0003911,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-09-22 07:23:36,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006038,E01208,ACC-0003912,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-02-24 14:46:13,2024-06-20 14:46:13,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006039,E01208,ACC-0003912,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-08-08 23:39:53,2024-11-01 23:39:53,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006040,E01208,ACC-0003913,VPN,VPN_EXT,Расширенный VPN доступ,POWER,2024-02-27 23:08:33,2024-05-17 23:08:33,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006041,E01208,ACC-0003914,DWH,DWH_ADMIN,Администратор DWH,PRIVILEGED,2024-09-02 00:14:20,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006042,E01208,ACC-0003914,DWH,DWH_READER,Чтение DWH,BASE,2024-03-19 12:21:07,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006043,E01208,ACC-0003915,CRM,CRM_MANAGER,Менеджер CRM,POWER,2024-01-18 16:22:51,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006044,E01208,ACC-0003915,CRM,CRM_ADMIN,Администратор CRM,PRIVILEGED,2024-10-16 02:00:11,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006045,E01209,ACC-0003916,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-01-09 10:39:13,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006046,E01209,ACC-0003917,MAIL,MAIL_USER,Почтовый пользователь,BASE,2024-08-21 05:44:03,2024-09-05 05:44:03,REVOKED,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006047,E01209,ACC-0003918,ERP,ERP_USER,Пользователь ERP,BASE,2024-08-01 19:34:23,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006048,E01210,ACC-0003919,AD,AD_USER,Пользователь домена,BASE,2024-07-26 02:44:35,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006049,E01210,ACC-0003920,MAIL,MAIL_ADMIN,Администратор почты,PRIVILEGED,2024-09-13 23:21:16,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006050,E01211,ACC-0003921,AD,AD_ADMIN,Администратор домена,PRIVILEGED,2024-02-12 04:58:37,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
ROLE-0006051,E01211,ACC-0003921,AD,AD_SUPPORT,Поддержка домена,SUPPORT,2024-01-27 22:30:36,,ACTIVE,iam_roles,2024-12-31 11:00:00,access_batch_001
