src_violation_id,employee_src_id,violation_code,violation_name,control_area,materiality_level,violation_status,detected_at,decision_at,decision_text,source_system,load_dttm,batch_id
CMP-0005139,E00222,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-04-10 11:07:59,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005140,E02827,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-02-10 19:19:14,2024-02-16 19:19:14,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005141,E01565,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-03-11 20:01:37,2024-03-23 20:01:37,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005142,E00254,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-10-24 11:48:40,2024-10-27 11:48:40,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005143,E00052,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-06-30 13:17:17,2024-07-14 13:17:17,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005144,E00161,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-11-10 15:19:01,2024-11-23 15:19:01,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005145,E00028,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-04-16 00:11:35,2024-04-27 00:11:35,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005146,E01136,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-09-25 14:25:42,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005147,E00188,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-06-01 16:44:35,2024-06-09 16:44:35,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005148,E00244,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-05-28 10:02:09,2024-06-02 10:02:09,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005149,E01632,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-12-19 16:26:53,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005150,E00504,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-06-22 20:46:05,2024-07-01 20:46:05,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005151,E00281,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-11-03 06:12:28,2024-11-11 06:12:28,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005152,E00645,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-12-07 00:48:14,2024-12-20 00:48:14,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005153,E00369,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-08-21 05:48:56,2024-08-26 05:48:56,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005154,E02504,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-04-26 01:13:42,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005155,E00880,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-03-22 00:40:26,2024-03-29 00:40:26,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005156,E00048,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-06-27 09:53:09,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005157,E00096,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-03-22 21:49:35,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005158,E02595,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-07-05 00:36:49,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005159,E01083,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-08-28 07:48:50,2024-09-01 07:48:50,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005160,E00470,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-02-21 18:57:58,2024-02-26 18:57:58,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005161,E01771,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-08-31 21:24:13,2024-09-09 21:24:13,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005162,E01112,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-04-11 17:46:54,2024-04-25 17:46:54,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005163,E02426,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-06-27 11:27:49,2024-07-12 11:27:49,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005164,E02683,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-09-18 22:56:39,2024-09-30 22:56:39,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005165,E02659,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-06-17 02:53:21,2024-07-02 02:53:21,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005166,E00770,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-07-16 05:43:10,2024-07-26 05:43:10,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005167,E02598,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-08-25 22:16:51,2024-09-08 22:16:51,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005168,E00047,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-10-23 21:16:50,2024-11-06 21:16:50,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005169,E00554,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-07-24 02:14:34,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005170,E01542,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-09-23 06:30:17,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005171,E00176,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-04-09 16:14:30,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005172,E00111,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-11-25 10:19:53,2024-12-10 10:19:53,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005173,E02807,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-09-13 04:34:21,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005174,E00445,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-11-06 00:02:17,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005175,E00129,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-02-09 01:46:15,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005176,E02120,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-09-15 17:21:39,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005177,E00192,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-12-03 05:19:29,2024-12-17 05:19:29,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005178,E02615,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-01 02:30:27,2024-05-04 02:30:27,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005179,E00834,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-07-28 22:04:23,2024-07-30 22:04:23,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005180,E00418,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-05-15 00:58:42,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005181,E00034,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-06-20 18:36:44,2024-06-27 18:36:44,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005182,E00215,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-01-29 02:34:59,2024-02-05 02:34:59,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005183,E00448,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-03-30 02:52:49,2024-04-10 02:52:49,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005184,E01670,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-06-03 12:24:08,2024-06-10 12:24:08,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005185,E02773,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-06-05 03:29:39,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005186,E00076,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-12-16 16:14:41,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005187,E01063,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-03-05 10:25:11,2024-03-20 10:25:11,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005188,E00281,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-05-18 15:58:43,2024-05-21 15:58:43,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005189,E02230,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-12-18 09:26:41,2024-12-31 09:26:41,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005190,E00102,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-10-20 10:48:58,2024-10-30 10:48:58,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005191,E00152,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-06-11 22:29:27,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005192,E00236,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-08-21 08:22:30,2024-08-29 08:22:30,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005193,E02989,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-05-07 04:57:40,2024-05-22 04:57:40,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005194,E00192,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-04-25 03:56:21,2024-04-30 03:56:21,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005195,E01321,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-12-30 02:02:32,2025-01-05 02:02:32,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005196,E00076,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-08-03 02:12:59,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005197,E00009,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-06-11 15:21:46,2024-06-19 15:21:46,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005198,E00197,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-01-22 21:53:51,2024-02-06 21:53:51,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005199,E01721,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-07-04 16:28:36,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005200,E00119,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-02-12 02:21:13,2024-02-25 02:21:13,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005201,E02562,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-07-07 07:39:18,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005202,E02255,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-12-30 13:15:12,2025-01-14 13:15:12,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005203,E00043,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-11-10 23:34:39,2024-11-15 23:34:39,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005204,E00056,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-07-13 12:13:45,2024-07-17 12:13:45,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005205,E01025,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-12-18 11:49:40,2024-12-31 11:49:40,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005206,E00056,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-30 22:50:49,2024-06-08 22:50:49,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005207,E01286,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-09-03 19:20:47,2024-09-16 19:20:47,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005208,E01767,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-06-19 17:19:27,2024-07-04 17:19:27,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005209,E02585,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-04-13 23:01:02,2024-04-21 23:01:02,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005210,E00035,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-08-22 11:05:06,2024-09-06 11:05:06,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005211,E02671,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-03-09 09:57:31,2024-03-16 09:57:31,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005212,E02287,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-09-30 03:16:05,2024-10-05 03:16:05,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005213,E00323,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-02-03 20:31:24,2024-02-16 20:31:24,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005214,E00178,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-09-14 17:38:38,2024-09-23 17:38:38,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005215,E02454,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-02-09 08:47:15,2024-02-12 08:47:15,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005216,E02256,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-09-03 02:48:53,2024-09-14 02:48:53,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005217,E00155,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-04-21 02:11:35,2024-05-04 02:11:35,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005218,E01203,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-09-16 22:44:30,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005219,E00907,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-12-07 13:15:43,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005220,E01718,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-09-30 05:18:45,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005221,E00046,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-03-21 07:11:50,2024-03-24 07:11:50,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005222,E02468,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-12-08 10:50:53,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005223,E01860,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-03-11 21:19:57,2024-03-26 21:19:57,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005224,E00044,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-10-18 04:09:25,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005225,E00040,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-05-21 08:19:32,2024-05-24 08:19:32,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005226,E01437,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-01-10 20:47:34,2024-01-13 20:47:34,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005227,E00001,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-08-05 03:09:21,2024-08-14 03:09:21,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005228,E00115,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-11-30 00:34:12,2024-12-11 00:34:12,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005229,E00247,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-02-25 13:24:00,2024-03-10 13:24:00,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005230,E00221,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-01-29 22:54:49,2024-02-13 22:54:49,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005231,E00322,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-10-10 19:35:43,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005232,E01050,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-12-10 18:18:47,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005233,E00144,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-01-17 20:03:54,2024-01-23 20:03:54,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005234,E00793,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-12-26 10:26:02,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005235,E01351,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-07-17 00:26:46,2024-07-19 00:26:46,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005236,E01918,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-11-21 15:28:32,2024-12-06 15:28:32,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005237,E00115,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-03-05 09:05:43,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005238,E00102,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-31 17:07:41,2024-06-05 17:07:41,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005239,E02572,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-12-09 08:15:53,2024-12-20 08:15:53,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005240,E00485,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-07-07 05:41:09,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005241,E02449,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-10-17 11:06:50,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005242,E00059,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-09-21 07:11:22,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005243,E00124,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-12-31 03:32:23,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005244,E00108,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-01-02 11:49:20,2024-01-16 11:49:20,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005245,E00710,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-03-31 04:37:49,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005246,E00116,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-10-19 12:31:22,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005247,E02249,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-05-08 21:51:25,2024-05-13 21:51:25,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005248,E00155,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-07-21 21:30:18,2024-08-04 21:30:18,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005249,E00008,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,OPEN,2024-03-18 06:04:20,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005250,E00488,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-10-03 20:51:01,2024-10-10 20:51:01,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005251,E00370,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-07-08 04:49:15,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005252,E01531,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-06-28 02:49:58,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005253,E00219,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,CLOSED,2024-05-17 13:50:27,2024-05-19 13:50:27,Назначено служебное замечание,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005254,E02145,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-02-27 21:06:02,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005255,E00104,COI,Конфликт интересов,ETHICS,HIGH,OPEN,2024-04-01 02:29:05,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005256,E01787,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-01-15 15:03:07,2024-01-29 15:03:07,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005257,E01917,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-01-11 18:00:42,2024-01-26 18:00:42,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005258,E02381,GIFT_POLICY,Нарушение политики подарков,ANTI_FRAUD,LOW,OPEN,2024-11-16 03:43:08,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005259,E00208,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,OPEN,2024-08-27 05:53:01,,,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005260,E02033,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-02-01 10:37:42,2024-02-08 10:37:42,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005261,E00221,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-08-03 05:20:40,2024-08-08 05:20:40,Требуется повторная проверка,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005262,E02522,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-06-07 22:21:54,2024-06-15 22:21:54,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005263,E00850,DECLARATION_GAP,Неактуальные декларационные сведения,DISCLOSURE,MEDIUM,CLOSED,2024-03-12 04:21:32,2024-03-26 04:21:32,Требуется дополнительный контроль,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005264,E02879,COI,Конфликт интересов,ETHICS,HIGH,CLOSED,2024-07-14 22:07:59,2024-07-24 22:07:59,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
CMP-0005265,E00056,POLICY_BREAK,Нарушение внутренней политики,POLICY,MEDIUM,CLOSED,2024-10-20 17:07:57,2024-11-01 17:07:57,Нарушение урегулировано,compliance_cases,2024-12-31 09:00:00,risk_batch_001
