src_payroll_adj_id,employee_src_id,payroll_month,adjustment_type_code,adjustment_type_name,adjustment_reason_group,amount_rub,manual_flag,approved_flag,source_system,load_dttm,batch_id
PAY-0000654,E01419,2024-09-01,BONUS_CORR,Корректировка премии,BONUS,35416.89,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000655,E01421,2024-05-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-41002.03,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000656,E01422,2024-02-01,COMP_CORR,Корректировка компенсации,COMPENSATION,63991.26,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000657,E01422,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,52366.06,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000658,E01425,2024-05-01,BONUS_CORR,Корректировка премии,BONUS,-3612.68,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000659,E01426,2024-08-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,612.2,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000660,E01427,2024-10-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,52085.18,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000661,E01429,2024-09-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,29927.67,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000662,E01430,2024-09-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,28892.27,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000663,E01433,2024-04-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,48932.57,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000664,E01436,2024-07-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,34410.75,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000665,E01440,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-643.95,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000666,E01440,2024-02-01,BONUS_CORR,Корректировка премии,BONUS,-12749.36,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000667,E01441,2024-01-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,45421.05,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000668,E01442,2024-11-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-14968.97,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000669,E01446,2024-01-01,BONUS_CORR,Корректировка премии,BONUS,12787.84,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000670,E01447,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,63290.94,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000671,E01448,2024-05-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-1774.82,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000672,E01450,2024-09-01,BONUS_CORR,Корректировка премии,BONUS,38338.07,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000673,E01452,2024-08-01,BONUS_CORR,Корректировка премии,BONUS,-19725.73,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000674,E01452,2024-08-01,BONUS_CORR,Корректировка премии,BONUS,27083.73,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000675,E01458,2024-12-01,BONUS_CORR,Корректировка премии,BONUS,61836.39,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000676,E01465,2024-10-01,COMP_CORR,Корректировка компенсации,COMPENSATION,46731.1,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000677,E01468,2024-07-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-29693.47,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000678,E01469,2024-12-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-10983.3,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000679,E01471,2024-01-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-9337.73,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000680,E01474,2024-10-01,BONUS_CORR,Корректировка премии,BONUS,16193.77,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000681,E01474,2024-08-01,BONUS_CORR,Корректировка премии,BONUS,14260.86,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000682,E01475,2024-03-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-2552.62,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000683,E01476,2024-06-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-12026.78,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000684,E01476,2024-03-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-40474.92,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000685,E01483,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,1494.71,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000686,E01483,2024-01-01,BONUS_CORR,Корректировка премии,BONUS,2675.43,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000687,E01485,2024-06-01,COMP_CORR,Корректировка компенсации,COMPENSATION,9017.18,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000688,E01489,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,32145.25,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000689,E01490,2024-09-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-9535.02,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000690,E01490,2024-07-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,4128.1,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000691,E01493,2024-03-01,COMP_CORR,Корректировка компенсации,COMPENSATION,54741.91,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000692,E01495,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,39795.63,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000693,E01499,2024-05-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-15734.17,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000694,E01502,2024-04-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,3021.69,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000695,E01504,2024-05-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-40182.53,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000696,E01505,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,26312.93,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000697,E01506,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,34042.34,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000698,E01508,2024-10-01,BONUS_CORR,Корректировка премии,BONUS,35994.18,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000699,E01508,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-25289.7,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000700,E01510,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-4219.05,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000701,E01510,2024-06-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-42601.58,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000702,E01511,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,20825.26,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000703,E01513,2024-01-01,COMP_CORR,Корректировка компенсации,COMPENSATION,56572.16,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000704,E01513,2024-08-01,BONUS_CORR,Корректировка премии,BONUS,-14823.84,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000705,E01514,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,60951.2,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000706,E01514,2024-03-01,COMP_CORR,Корректировка компенсации,COMPENSATION,11866.72,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000707,E01518,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,23379.99,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000708,E01519,2024-06-01,BONUS_CORR,Корректировка премии,BONUS,-26327.79,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000709,E01519,2024-07-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,53269.71,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000710,E01526,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,19533.8,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000711,E01528,2024-10-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-5991.7,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000712,E01529,2024-10-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-1166.25,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000713,E01529,2024-08-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,58738.79,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000714,E01531,2024-12-01,BONUS_CORR,Корректировка премии,BONUS,13487.35,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000715,E01535,2024-09-01,BONUS_CORR,Корректировка премии,BONUS,-11746.64,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000716,E01535,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,16920.05,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000717,E01536,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,36401.9,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000718,E01537,2024-02-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,50546.86,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000719,E01537,2024-11-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-43678.31,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000720,E01538,2024-07-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,44796.55,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000721,E01539,2024-02-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,51056.16,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000722,E01539,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-3169.15,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000723,E01542,2024-03-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,56480.94,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000724,E01542,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,9427.1,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000725,E01544,2024-07-01,BONUS_CORR,Корректировка премии,BONUS,-24115.37,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000726,E01546,2024-10-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,9261.98,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000727,E01546,2024-07-01,BONUS_CORR,Корректировка премии,BONUS,5802.3,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000728,E01548,2024-04-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-6086.34,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000729,E01552,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,51051.0,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000730,E01552,2024-03-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,6317.26,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000731,E01553,2024-03-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-35982.74,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000732,E01553,2024-02-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,7871.92,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000733,E01554,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,17040.56,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000734,E01555,2024-07-01,BONUS_CORR,Корректировка премии,BONUS,55591.55,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000735,E01556,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,31310.63,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000736,E01556,2024-08-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,1642.18,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000737,E01557,2024-01-01,COMP_CORR,Корректировка компенсации,COMPENSATION,22609.3,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000738,E01558,2024-02-01,BONUS_CORR,Корректировка премии,BONUS,-27356.47,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000739,E01561,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,57790.4,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000740,E01564,2024-08-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-8542.94,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000741,E01565,2024-09-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-37763.91,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000742,E01566,2024-10-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,29193.16,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000743,E01566,2024-03-01,BONUS_CORR,Корректировка премии,BONUS,12204.6,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000744,E01567,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,44573.92,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000745,E01570,2024-12-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,51922.88,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000746,E01572,2024-09-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-30946.08,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000747,E01575,2024-03-01,COMP_CORR,Корректировка компенсации,COMPENSATION,27201.47,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000748,E01577,2024-05-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,13378.49,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000749,E01582,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,2029.54,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000750,E01585,2024-12-01,BONUS_CORR,Корректировка премии,BONUS,-41335.39,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000751,E01585,2024-10-01,BONUS_CORR,Корректировка премии,BONUS,17682.0,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000752,E01586,2024-01-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-33742.9,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000753,E01586,2024-02-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-5356.88,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000754,E01587,2024-03-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,54007.5,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000755,E01588,2024-02-01,BONUS_CORR,Корректировка премии,BONUS,54104.37,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000756,E01594,2024-10-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,34842.27,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000757,E01596,2024-01-01,BONUS_CORR,Корректировка премии,BONUS,40471.06,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000758,E01596,2024-05-01,COMP_CORR,Корректировка компенсации,COMPENSATION,31929.68,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000759,E01598,2024-05-01,COMP_CORR,Корректировка компенсации,COMPENSATION,64939.97,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000760,E01599,2024-06-01,BONUS_CORR,Корректировка премии,BONUS,32721.73,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000761,E01600,2024-01-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,6447.51,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000762,E01602,2024-05-01,COMP_CORR,Корректировка компенсации,COMPENSATION,42068.63,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000763,E01603,2024-02-01,BONUS_CORR,Корректировка премии,BONUS,17765.39,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000764,E01605,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-2763.38,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000765,E01605,2024-10-01,COMP_CORR,Корректировка компенсации,COMPENSATION,55301.71,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000766,E01607,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-16585.5,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000767,E01607,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-11286.84,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000768,E01608,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,62809.55,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000769,E01608,2024-04-01,BONUS_CORR,Корректировка премии,BONUS,33869.63,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000770,E01610,2024-01-01,BONUS_CORR,Корректировка премии,BONUS,43391.99,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000771,E01611,2024-06-01,BONUS_CORR,Корректировка премии,BONUS,-22861.96,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000772,E01611,2024-05-01,BONUS_CORR,Корректировка премии,BONUS,45494.13,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000773,E01613,2024-04-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-24406.25,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000774,E01617,2024-12-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-31127.62,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000775,E01618,2024-12-01,BONUS_CORR,Корректировка премии,BONUS,-4235.76,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000776,E01624,2024-01-01,COMP_CORR,Корректировка компенсации,COMPENSATION,49582.79,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000777,E01628,2024-11-01,BONUS_CORR,Корректировка премии,BONUS,36909.59,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000778,E01628,2024-02-01,COMP_CORR,Корректировка компенсации,COMPENSATION,28812.4,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000779,E01630,2024-11-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,36595.67,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000780,E01630,2024-01-01,BONUS_CORR,Корректировка премии,BONUS,42488.25,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000781,E01633,2024-01-01,COMP_CORR,Корректировка компенсации,COMPENSATION,50394.98,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000782,E01633,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,45451.37,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000783,E01634,2024-10-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-8493.68,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000784,E01635,2024-02-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,288.8,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000785,E01635,2024-02-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,57028.55,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000786,E01639,2024-03-01,BONUS_CORR,Корректировка премии,BONUS,3978.31,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000787,E01641,2024-04-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,56248.74,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000788,E01643,2024-11-01,BONUS_CORR,Корректировка премии,BONUS,28355.8,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000789,E01643,2024-05-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-605.58,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000790,E01646,2024-10-01,COMP_CORR,Корректировка компенсации,COMPENSATION,10346.58,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000791,E01657,2024-12-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,31497.15,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000792,E01657,2024-10-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-13779.59,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000793,E01658,2024-01-01,BONUS_CORR,Корректировка премии,BONUS,-38565.97,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000794,E01659,2024-06-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,18720.18,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000795,E01661,2024-04-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,20496.1,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000796,E01661,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,10372.38,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000797,E01668,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,32944.01,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000798,E01668,2024-04-01,BONUS_CORR,Корректировка премии,BONUS,-29908.22,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000799,E01670,2024-07-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,7375.78,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000800,E01671,2024-12-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-32480.23,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000801,E01673,2024-12-01,BONUS_CORR,Корректировка премии,BONUS,6183.11,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000802,E01678,2024-06-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,27032.1,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000803,E01679,2024-05-01,COMP_CORR,Корректировка компенсации,COMPENSATION,-7441.11,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000804,E01680,2024-09-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,64372.25,N,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000805,E01680,2024-06-01,BONUS_CORR,Корректировка премии,BONUS,-31595.77,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000806,E01681,2024-09-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,1498.19,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000807,E01682,2024-05-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,61190.93,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000808,E01682,2024-09-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-14072.86,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000809,E01688,2024-05-01,BONUS_CORR,Корректировка премии,BONUS,-4138.9,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000810,E01689,2024-01-01,MANUAL_DEDUCT,Ручное удержание,DEDUCTION,-41074.65,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000811,E01693,2024-08-01,REIMBURSEMENT_CORR,Корректировка возмещения,REIMBURSEMENT,-26882.95,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000812,E01695,2024-09-01,COMP_CORR,Корректировка компенсации,COMPENSATION,61963.1,Y,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000813,E01695,2024-08-01,BONUS_CORR,Корректировка премии,BONUS,19394.58,N,Y,finance_payroll,2024-12-31 12:00:00,finance_batch_001
PAY-0000814,E01700,2024-04-01,BONUS_CORR,Корректировка премии,BONUS,11093.27,Y,N,finance_payroll,2024-12-31 12:00:00,finance_batch_001
