src_network_event_id,employee_src_id,src_account_id,system_code,event_dttm,destination_type,destination_name,traffic_mb,connection_count,blocked_flag,vpn_used_flag,source_system,load_dttm,batch_id
NET-0009690,E01607,ACC-0005207,MAIL,2024-04-08 18:10:38,EXTERNAL,telegram.org,790.8098,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009691,E01607,ACC-0005207,MAIL,2024-10-12 12:15:04,EXTERNAL,telegram.org,163.4598,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009692,E01607,ACC-0005207,MAIL,2024-06-05 01:04:14,EXTERNAL,telegram.org,246.6991,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009693,E01608,ACC-0005208,AD,2024-07-20 05:53:26,EXTERNAL,github.com,332.3137,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009694,E01608,ACC-0005208,AD,2024-08-29 18:15:50,INTERNAL,corp.local,672.0394,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009695,E01608,ACC-0005208,AD,2024-07-24 21:03:37,INTERNAL,corp.local,13.4731,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009696,E01608,ACC-0005209,VPN,2024-01-17 14:07:16,EXTERNAL,github.com,383.159,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009697,E01608,ACC-0005209,VPN,2024-07-05 00:37:49,EXTERNAL,telegram.org,98.1411,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009698,E01608,ACC-0005209,VPN,2024-08-29 23:37:16,INTERNAL,corp.local,25.9604,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009699,E01608,ACC-0005209,VPN,2024-10-21 10:55:12,INTERNAL,intranet.local,239.5584,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009700,E01609,ACC-0005211,AD,2024-04-02 00:55:08,INTERNAL,intranet.local,443.5433,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009701,E01609,ACC-0005211,AD,2024-04-25 02:19:33,INTERNAL,corp.local,311.2402,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009702,E01609,ACC-0005211,AD,2024-04-14 17:29:31,INTERNAL,intranet.local,553.0395,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009703,E01609,ACC-0005212,MAIL,2024-09-17 05:41:00,EXTERNAL,telegram.org,811.209,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009704,E01609,ACC-0005212,MAIL,2024-06-17 08:14:00,INTERNAL,intranet.local,220.7681,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009705,E01609,ACC-0005212,MAIL,2024-11-21 08:13:05,EXTERNAL,dropbox.com,654.9553,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009706,E01610,ACC-0005214,AD,2024-10-18 02:03:31,EXTERNAL,github.com,730.7507,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009707,E01610,ACC-0005215,MAIL,2024-07-30 06:09:30,EXTERNAL,telegram.org,352.5656,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009708,E01610,ACC-0005215,MAIL,2024-04-07 15:43:06,EXTERNAL,telegram.org,762.0516,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009709,E01611,ACC-0005216,AD,2024-12-12 18:40:23,EXTERNAL,telegram.org,680.0161,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009710,E01611,ACC-0005216,AD,2024-10-02 01:11:11,INTERNAL,intranet.local,31.8994,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009711,E01611,ACC-0005216,AD,2024-07-24 10:40:18,EXTERNAL,telegram.org,611.3133,1,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009712,E01611,ACC-0005217,MAIL,2024-02-05 13:34:56,INTERNAL,corp.local,211.3018,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009713,E01611,ACC-0005217,MAIL,2024-06-28 14:09:15,INTERNAL,corp.local,239.9115,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009714,E01611,ACC-0005218,VPN,2024-09-11 01:13:20,INTERNAL,intranet.local,710.5499,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009715,E01611,ACC-0005218,VPN,2024-06-28 23:11:33,EXTERNAL,telegram.org,173.1477,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009716,E01611,ACC-0005218,VPN,2024-02-23 20:25:31,EXTERNAL,drive.google.com,653.1733,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009717,E01611,ACC-0005218,VPN,2024-08-24 09:16:36,INTERNAL,corp.local,332.1021,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009718,E01612,ACC-0005220,AD,2024-09-06 21:56:38,EXTERNAL,telegram.org,773.3913,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009719,E01612,ACC-0005220,AD,2024-10-03 09:44:38,INTERNAL,corp.local,425.191,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009720,E01612,ACC-0005220,AD,2024-11-25 18:48:32,EXTERNAL,github.com,582.9496,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009721,E01612,ACC-0005220,AD,2024-09-13 16:26:20,INTERNAL,intranet.local,270.3875,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009722,E01612,ACC-0005221,MAIL,2024-12-26 21:41:02,EXTERNAL,telegram.org,183.3113,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009723,E01612,ACC-0005221,MAIL,2024-06-04 16:20:16,EXTERNAL,drive.google.com,821.6353,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009724,E01612,ACC-0005221,MAIL,2024-04-09 03:20:15,EXTERNAL,github.com,88.0697,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009725,E01612,ACC-0005222,VPN,2024-12-19 14:02:45,EXTERNAL,telegram.org,309.4522,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009726,E01613,ACC-0005223,AD,2024-01-02 20:27:59,EXTERNAL,dropbox.com,51.3947,3,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009727,E01613,ACC-0005223,AD,2024-04-23 11:27:34,INTERNAL,corp.local,98.3347,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009728,E01613,ACC-0005223,AD,2024-02-15 17:38:31,EXTERNAL,github.com,409.0591,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009729,E01613,ACC-0005223,AD,2024-08-17 11:56:09,INTERNAL,corp.local,574.5073,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009730,E01613,ACC-0005224,MAIL,2024-11-23 01:03:12,EXTERNAL,github.com,441.3459,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009731,E01613,ACC-0005224,MAIL,2024-11-02 14:58:42,INTERNAL,corp.local,824.5867,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009732,E01613,ACC-0005224,MAIL,2024-02-23 02:54:00,INTERNAL,corp.local,656.2306,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009733,E01613,ACC-0005224,MAIL,2024-04-02 14:01:42,INTERNAL,corp.local,277.6898,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009734,E01614,ACC-0005226,AD,2024-09-01 11:25:50,EXTERNAL,github.com,303.802,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009735,E01614,ACC-0005226,AD,2024-04-15 17:26:08,INTERNAL,corp.local,74.8998,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009736,E01614,ACC-0005227,MAIL,2024-04-13 21:32:03,EXTERNAL,telegram.org,276.0112,14,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009737,E01614,ACC-0005227,MAIL,2024-01-25 03:50:42,EXTERNAL,drive.google.com,83.8713,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009738,E01614,ACC-0005227,MAIL,2024-06-24 00:17:08,EXTERNAL,telegram.org,24.56,19,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009739,E01615,ACC-0005230,AD,2024-02-12 22:38:35,INTERNAL,corp.local,259.5387,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009740,E01615,ACC-0005230,AD,2024-05-17 22:51:22,INTERNAL,corp.local,92.2305,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009741,E01615,ACC-0005231,MAIL,2024-11-13 11:51:16,EXTERNAL,drive.google.com,267.2161,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009742,E01615,ACC-0005231,MAIL,2024-10-18 08:49:05,EXTERNAL,drive.google.com,531.2134,8,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009743,E01615,ACC-0005231,MAIL,2024-06-26 17:08:41,EXTERNAL,dropbox.com,562.913,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009744,E01615,ACC-0005232,VPN,2024-09-08 01:51:15,EXTERNAL,github.com,85.1413,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009745,E01615,ACC-0005232,VPN,2024-03-17 10:32:47,INTERNAL,intranet.local,567.1568,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009746,E01615,ACC-0005232,VPN,2024-12-07 22:58:09,INTERNAL,corp.local,334.6646,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009747,E01615,ACC-0005232,VPN,2024-08-04 19:52:50,EXTERNAL,github.com,408.6783,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009748,E01616,ACC-0005233,AD,2024-07-10 23:54:50,EXTERNAL,drive.google.com,287.9899,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009749,E01616,ACC-0005234,MAIL,2024-12-25 18:25:57,INTERNAL,intranet.local,822.5227,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009750,E01616,ACC-0005234,MAIL,2024-12-07 05:06:55,INTERNAL,intranet.local,540.7927,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009751,E01616,ACC-0005234,MAIL,2024-05-13 21:48:21,INTERNAL,corp.local,106.7237,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009752,E01616,ACC-0005234,MAIL,2024-07-07 08:37:06,EXTERNAL,drive.google.com,232.3978,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009753,E01616,ACC-0005235,VPN,2024-02-23 01:22:35,EXTERNAL,drive.google.com,174.4925,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009754,E01616,ACC-0005235,VPN,2024-11-25 10:42:00,EXTERNAL,telegram.org,517.0174,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009755,E01616,ACC-0005235,VPN,2024-10-17 17:27:22,EXTERNAL,drive.google.com,548.8958,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009756,E01617,ACC-0005236,AD,2024-09-25 00:48:59,EXTERNAL,github.com,29.4826,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009757,E01617,ACC-0005236,AD,2024-12-07 23:52:55,INTERNAL,corp.local,703.8437,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009758,E01617,ACC-0005236,AD,2024-08-04 21:01:41,EXTERNAL,drive.google.com,748.6308,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009759,E01617,ACC-0005237,MAIL,2024-08-16 08:11:21,EXTERNAL,drive.google.com,495.0601,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009760,E01618,ACC-0005238,AD,2024-02-27 09:51:35,EXTERNAL,telegram.org,471.354,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009761,E01618,ACC-0005239,MAIL,2024-09-15 15:09:02,INTERNAL,intranet.local,782.5514,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009762,E01619,ACC-0005240,AD,2024-08-18 05:58:39,EXTERNAL,telegram.org,736.2824,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009763,E01619,ACC-0005240,AD,2024-04-30 08:51:20,EXTERNAL,drive.google.com,362.9312,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009764,E01619,ACC-0005241,MAIL,2024-12-26 07:18:37,EXTERNAL,github.com,398.954,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009765,E01619,ACC-0005242,VPN,2024-06-24 02:23:37,EXTERNAL,telegram.org,93.9831,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009766,E01619,ACC-0005242,VPN,2024-02-15 15:30:04,INTERNAL,corp.local,154.9228,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009767,E01619,ACC-0005242,VPN,2024-12-27 13:28:28,INTERNAL,corp.local,59.2797,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009768,E01620,ACC-0005244,AD,2024-07-16 19:52:53,EXTERNAL,github.com,744.0027,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009769,E01620,ACC-0005244,AD,2024-10-25 07:35:52,EXTERNAL,drive.google.com,506.3587,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009770,E01620,ACC-0005245,MAIL,2024-05-06 00:46:48,EXTERNAL,dropbox.com,528.3516,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009771,E01621,ACC-0005246,AD,2024-03-14 20:19:49,EXTERNAL,dropbox.com,506.048,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009772,E01621,ACC-0005247,MAIL,2024-08-21 07:11:10,EXTERNAL,dropbox.com,573.1489,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009773,E01621,ACC-0005247,MAIL,2024-06-06 11:55:03,INTERNAL,intranet.local,44.428,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009774,E01621,ACC-0005247,MAIL,2024-05-27 20:50:14,EXTERNAL,dropbox.com,469.462,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009775,E01621,ACC-0005247,MAIL,2024-06-23 04:20:50,EXTERNAL,github.com,291.5851,5,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009776,E01622,ACC-0005249,AD,2024-04-03 02:03:35,INTERNAL,intranet.local,198.0759,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009777,E01622,ACC-0005250,MAIL,2024-04-08 14:18:59,INTERNAL,corp.local,604.1444,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009778,E01622,ACC-0005251,VPN,2024-11-03 10:33:02,EXTERNAL,dropbox.com,463.7219,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009779,E01622,ACC-0005251,VPN,2024-01-29 19:05:35,EXTERNAL,telegram.org,724.7866,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009780,E01622,ACC-0005251,VPN,2024-10-21 08:43:40,INTERNAL,intranet.local,469.0405,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009781,E01622,ACC-0005251,VPN,2024-07-20 09:05:27,EXTERNAL,drive.google.com,32.8302,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009782,E01623,ACC-0005253,AD,2024-02-25 04:08:29,EXTERNAL,telegram.org,598.4297,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009783,E01623,ACC-0005253,AD,2024-10-20 22:52:41,INTERNAL,corp.local,444.7238,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009784,E01623,ACC-0005253,AD,2024-05-20 17:29:51,INTERNAL,corp.local,716.9379,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009785,E01623,ACC-0005253,AD,2024-07-26 22:08:41,EXTERNAL,github.com,61.6555,16,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009786,E01623,ACC-0005254,MAIL,2024-07-02 13:01:45,EXTERNAL,drive.google.com,311.467,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009787,E01624,ACC-0005256,AD,2024-06-11 15:35:48,EXTERNAL,dropbox.com,411.3192,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009788,E01624,ACC-0005256,AD,2024-09-14 03:41:37,EXTERNAL,dropbox.com,134.444,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009789,E01624,ACC-0005257,MAIL,2024-09-12 19:35:41,INTERNAL,intranet.local,374.1459,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009790,E01624,ACC-0005258,VPN,2024-09-18 11:30:17,EXTERNAL,drive.google.com,298.2895,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009791,E01624,ACC-0005258,VPN,2024-03-29 00:05:46,EXTERNAL,telegram.org,242.2257,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009792,E01624,ACC-0005258,VPN,2024-09-13 18:48:45,EXTERNAL,dropbox.com,173.5958,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009793,E01625,ACC-0005260,AD,2024-11-08 07:10:23,EXTERNAL,github.com,829.5174,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009794,E01625,ACC-0005260,AD,2024-05-18 07:01:53,INTERNAL,intranet.local,400.6986,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009795,E01625,ACC-0005260,AD,2024-07-06 20:46:32,EXTERNAL,telegram.org,196.7393,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009796,E01625,ACC-0005261,MAIL,2024-03-05 01:23:52,INTERNAL,intranet.local,380.519,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009797,E01625,ACC-0005261,MAIL,2024-05-06 03:45:28,INTERNAL,intranet.local,763.963,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009798,E01625,ACC-0005261,MAIL,2024-06-27 17:48:06,INTERNAL,corp.local,823.4625,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009799,E01626,ACC-0005263,AD,2024-02-09 00:40:26,INTERNAL,corp.local,178.6425,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009800,E01626,ACC-0005263,AD,2024-08-30 14:02:38,INTERNAL,intranet.local,626.0509,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009801,E01626,ACC-0005264,MAIL,2024-07-18 09:59:46,EXTERNAL,dropbox.com,123.3957,9,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009802,E01626,ACC-0005264,MAIL,2024-08-01 14:13:43,EXTERNAL,telegram.org,218.3855,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009803,E01626,ACC-0005265,VPN,2024-02-29 00:21:59,INTERNAL,intranet.local,653.1478,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009804,E01626,ACC-0005265,VPN,2024-01-04 16:41:31,INTERNAL,corp.local,841.6137,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009805,E01626,ACC-0005265,VPN,2024-03-24 20:02:57,INTERNAL,intranet.local,593.9438,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009806,E01626,ACC-0005265,VPN,2024-07-28 12:02:59,EXTERNAL,dropbox.com,623.3226,8,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009807,E01627,ACC-0005267,AD,2024-12-12 07:15:58,EXTERNAL,dropbox.com,80.105,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009808,E01627,ACC-0005267,AD,2024-05-13 02:35:24,INTERNAL,intranet.local,172.3512,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009809,E01627,ACC-0005267,AD,2024-03-20 07:26:02,EXTERNAL,drive.google.com,362.2691,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009810,E01628,ACC-0005269,AD,2024-08-08 15:45:34,EXTERNAL,drive.google.com,762.2719,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009811,E01628,ACC-0005269,AD,2024-03-16 03:36:01,EXTERNAL,github.com,31.0066,6,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009812,E01628,ACC-0005270,MAIL,2024-08-11 18:09:25,EXTERNAL,drive.google.com,835.4505,15,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009813,E01628,ACC-0005270,MAIL,2024-11-19 22:52:51,INTERNAL,corp.local,390.4358,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009814,E01628,ACC-0005270,MAIL,2024-12-21 02:16:04,EXTERNAL,drive.google.com,510.8357,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009815,E01628,ACC-0005271,VPN,2024-04-04 18:04:41,INTERNAL,intranet.local,392.6364,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009816,E01628,ACC-0005271,VPN,2024-03-04 06:30:49,INTERNAL,corp.local,617.8505,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009817,E01628,ACC-0005271,VPN,2024-03-23 19:49:09,EXTERNAL,telegram.org,722.2717,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009818,E01628,ACC-0005271,VPN,2024-03-08 09:10:01,EXTERNAL,dropbox.com,716.8129,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009819,E01629,ACC-0005273,AD,2024-04-20 00:26:50,EXTERNAL,telegram.org,599.561,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009820,E01629,ACC-0005274,MAIL,2024-06-10 07:15:49,INTERNAL,corp.local,216.8943,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009821,E01629,ACC-0005274,MAIL,2024-11-04 15:08:29,EXTERNAL,dropbox.com,510.1852,20,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009822,E01629,ACC-0005274,MAIL,2024-02-19 15:58:19,INTERNAL,intranet.local,261.0225,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009823,E01629,ACC-0005274,MAIL,2024-07-02 13:49:08,EXTERNAL,github.com,302.2537,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009824,E01630,ACC-0005276,AD,2024-02-28 16:38:43,EXTERNAL,github.com,441.4294,6,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009825,E01630,ACC-0005276,AD,2024-10-21 23:17:03,EXTERNAL,drive.google.com,591.9891,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009826,E01630,ACC-0005276,AD,2024-04-11 19:51:43,EXTERNAL,dropbox.com,610.6487,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009827,E01630,ACC-0005276,AD,2024-07-19 23:27:49,EXTERNAL,telegram.org,138.2569,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009828,E01630,ACC-0005277,MAIL,2024-10-08 16:06:08,EXTERNAL,github.com,399.541,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009829,E01630,ACC-0005277,MAIL,2024-01-28 07:29:45,INTERNAL,intranet.local,124.6083,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009830,E01630,ACC-0005277,MAIL,2024-10-05 06:53:00,INTERNAL,corp.local,836.8691,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009831,E01630,ACC-0005278,VPN,2024-06-24 06:22:55,EXTERNAL,telegram.org,825.1124,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009832,E01630,ACC-0005278,VPN,2024-03-03 01:50:43,EXTERNAL,github.com,77.7583,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009833,E01631,ACC-0005279,AD,2024-08-31 18:27:15,EXTERNAL,dropbox.com,501.5593,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009834,E01631,ACC-0005279,AD,2024-09-05 18:00:29,INTERNAL,intranet.local,808.7619,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009835,E01631,ACC-0005279,AD,2024-09-16 10:17:03,INTERNAL,corp.local,842.5805,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009836,E01631,ACC-0005279,AD,2024-04-24 12:27:54,EXTERNAL,dropbox.com,128.3106,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009837,E01631,ACC-0005280,MAIL,2024-10-19 23:21:31,INTERNAL,intranet.local,820.3452,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009838,E01631,ACC-0005280,MAIL,2024-01-05 23:07:28,EXTERNAL,github.com,358.9151,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009839,E01632,ACC-0005281,AD,2024-12-01 12:12:24,EXTERNAL,github.com,312.5133,17,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009840,E01632,ACC-0005281,AD,2024-08-20 13:08:46,INTERNAL,corp.local,831.1114,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009841,E01632,ACC-0005281,AD,2024-08-25 21:43:29,INTERNAL,corp.local,442.3106,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009842,E01632,ACC-0005281,AD,2024-05-21 19:01:12,EXTERNAL,telegram.org,251.7056,7,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009843,E01632,ACC-0005282,MAIL,2024-05-11 18:30:03,EXTERNAL,telegram.org,47.575,4,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009844,E01633,ACC-0005284,AD,2024-05-14 11:08:11,INTERNAL,corp.local,846.5539,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009845,E01633,ACC-0005284,AD,2024-10-31 06:25:09,INTERNAL,intranet.local,380.5032,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009846,E01633,ACC-0005284,AD,2024-02-07 12:43:58,INTERNAL,corp.local,156.6044,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009847,E01633,ACC-0005285,MAIL,2024-10-11 12:06:51,INTERNAL,corp.local,789.6089,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0009848,E01633,ACC-0005285,MAIL,2024-04-11 00:31:46,INTERNAL,intranet.local,115.1158,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
