src_activity_id,employee_src_id,activity_type_code,activity_type_name,activity_group,activity_status,detected_at,valid_from,valid_to,comment_text,source_system,load_dttm,batch_id
NWA-0002328,E00238,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-27 18:23:43,2024-05-27,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002329,E00296,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-12-23 08:44:28,2024-12-23,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002330,E00111,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-12-20 02:10:17,2024-12-20,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002331,E02411,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-15 22:54:17,2024-08-15,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002332,E00093,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-02-29 15:09:18,2024-02-29,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002333,E00732,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-04-29 20:38:58,2024-04-29,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002334,E02238,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-28 01:30:01,2024-05-28,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002335,E00921,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-29 22:52:13,2024-11-29,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002336,E00953,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-10-18 10:14:20,2024-10-18,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002337,E01754,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-05-18 06:29:13,2024-05-18,2024-07-16,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002338,E02025,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-08-17 19:03:44,2024-08-17,2024-10-13,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002339,E01472,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-02-11 10:58:17,2024-02-11,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002340,E02913,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-09-04 10:29:38,2024-09-04,2024-09-22,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002341,E02451,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-01-25 00:58:35,2024-01-25,2024-02-29,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002342,E00618,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-10-02 17:23:18,2024-10-02,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002343,E00090,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-10-04 14:50:46,2024-10-04,2024-11-20,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002344,E01319,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-25 04:39:58,2024-08-25,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002345,E00025,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-10-07 01:18:45,2024-10-07,2024-11-20,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002346,E00155,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-09-29 10:41:53,2024-09-29,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002347,E01488,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-11-09 08:20:00,2024-11-09,2024-12-14,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002348,E01580,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-11-26 12:48:09,2024-11-26,2025-01-10,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002349,E00526,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-01-22 00:27:09,2024-01-22,2024-02-19,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002350,E02348,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-02-28 22:50:16,2024-02-28,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002351,E00222,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-05-06 11:47:57,2024-05-06,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002352,E00709,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-09-03 19:36:15,2024-09-03,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002353,E00254,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-27 10:01:17,2024-11-27,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002354,E01404,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-05-13 09:19:03,2024-05-13,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002355,E00415,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-07-27 05:17:15,2024-07-27,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002356,E00138,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-12-02 17:38:17,2024-12-02,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002357,E02500,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-05-07 14:18:07,2024-05-07,2024-06-17,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002358,E00200,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-01-08 22:14:31,2024-01-08,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002359,E02185,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-12-10 15:40:17,2024-12-10,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002360,E00065,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-28 21:33:14,2024-11-28,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002361,E00391,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-01-06 02:42:30,2024-01-06,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002362,E01156,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-07-26 22:45:59,2024-07-26,2024-09-19,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002363,E01726,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-09-24 08:55:54,2024-09-24,2024-11-30,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002364,E02745,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-09-15 23:47:36,2024-09-15,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002365,E00250,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-03-05 07:41:25,2024-03-05,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002366,E01218,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-11-09 01:03:12,2024-11-09,2025-01-15,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002367,E00185,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-05 01:32:22,2024-08-05,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002368,E00093,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-05-07 08:28:38,2024-05-07,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002369,E00532,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-04-12 04:47:31,2024-04-12,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002370,E00303,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-11-10 10:44:36,2024-11-10,2025-01-05,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002371,E01957,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-09-26 16:12:03,2024-09-26,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002372,E00282,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-07-28 15:45:59,2024-07-28,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002373,E01175,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-04-25 21:42:28,2024-04-25,2024-07-04,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002374,E02786,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-03-28 20:35:33,2024-03-28,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002375,E01439,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-07-14 16:20:27,2024-07-14,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002376,E00889,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-12-20 17:24:12,2024-12-20,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002377,E00105,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-07-27 22:51:31,2024-07-27,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002378,E01446,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-12-08 15:17:09,2024-12-08,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002379,E00075,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-08-08 11:25:42,2024-08-08,2024-10-16,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002380,E01849,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-08-20 08:20:27,2024-08-20,2024-09-11,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002381,E00981,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-03 21:46:56,2024-11-03,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002382,E00368,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-09-01 00:44:13,2024-09-01,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002383,E02813,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-05-10 10:14:26,2024-05-10,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002384,E00292,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-12-11 10:43:28,2024-12-11,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002385,E01554,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-02-19 09:46:45,2024-02-19,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002386,E01796,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-02-09 23:37:56,2024-02-09,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002387,E00091,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-25 00:58:46,2024-08-25,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002388,E00213,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-04-22 18:30:12,2024-04-22,2024-05-16,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002389,E02822,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-07-18 23:42:04,2024-07-18,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002390,E02719,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-05-30 12:19:59,2024-05-30,2024-06-16,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002391,E00143,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-09-25 18:23:17,2024-09-25,2024-10-05,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002392,E01358,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-12-01 13:08:15,2024-12-01,2024-12-24,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002393,E01095,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-13 10:04:06,2024-10-13,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002394,E01865,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-04-02 02:15:00,2024-04-02,2024-04-29,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002395,E01238,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-05-27 10:34:58,2024-05-27,2024-06-26,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002396,E02085,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-06-30 11:17:54,2024-06-30,2024-08-09,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002397,E00881,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-30 19:30:00,2024-10-30,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002398,E01563,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-09-28 08:09:56,2024-09-28,2024-10-29,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002399,E00545,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-03-08 13:52:43,2024-03-08,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002400,E01212,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-07-02 15:39:53,2024-07-02,2024-09-09,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002401,E02681,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-28 22:51:08,2024-08-28,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002402,E00857,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-06-29 08:56:22,2024-06-29,2024-08-27,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002403,E00318,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-04-01 00:06:47,2024-04-01,2024-05-18,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002404,E00169,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-02-27 05:32:12,2024-02-27,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002405,E00089,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-07-03 05:06:39,2024-07-03,2024-08-26,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002406,E02745,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-12-30 11:36:35,2024-12-30,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002407,E00132,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-10-19 11:32:37,2024-10-19,2024-11-08,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002408,E00053,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-03-24 17:15:08,2024-03-24,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002409,E02215,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-10-07 06:43:45,2024-10-07,2024-11-25,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002410,E01405,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-04-22 22:36:23,2024-04-22,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002411,E00116,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-02-25 23:50:45,2024-02-25,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002412,E02174,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-03-06 18:40:10,2024-03-06,2024-04-09,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002413,E00297,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-06 15:13:32,2024-08-06,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002414,E01932,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-22 06:42:28,2024-10-22,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002415,E00231,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-11-12 01:50:18,2024-11-12,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002416,E00290,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-08-20 18:43:46,2024-08-20,2024-09-20,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002417,E00170,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-04-03 11:53:26,2024-04-03,2024-05-28,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002418,E00001,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-06-17 14:14:55,2024-06-17,2024-08-22,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002419,E02259,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-06-16 07:47:54,2024-06-16,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002420,E02166,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-05-20 21:35:39,2024-05-20,2024-08-02,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002421,E02981,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-11-08 17:49:42,2024-11-08,2025-01-14,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002422,E01599,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-08-18 22:57:45,2024-08-18,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002423,E00043,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-07-04 00:58:13,2024-07-04,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002424,E00107,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-03-20 21:29:42,2024-03-20,2024-04-18,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002425,E02092,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-02-18 23:30:18,2024-02-18,2024-05-03,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002426,E00601,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-09-06 03:51:50,2024-09-06,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002427,E01319,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-03-07 06:52:06,2024-03-07,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002428,E01731,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-11-08 06:21:45,2024-11-08,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002429,E01750,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-21 09:00:13,2024-11-21,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002430,E02338,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-06-19 08:38:17,2024-06-19,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002431,E00022,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-11-11 18:03:20,2024-11-11,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002432,E00233,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-11-10 23:13:39,2024-11-10,2025-01-12,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002433,E00003,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-07-22 18:38:03,2024-07-22,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002434,E00024,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-05 14:31:30,2024-08-05,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002435,E00083,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-09-02 08:05:13,2024-09-02,2024-10-05,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002436,E00571,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-12-05 22:35:35,2024-12-05,2024-12-23,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002437,E02761,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-07-19 20:00:24,2024-07-19,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002438,E01768,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-01-22 10:20:11,2024-01-22,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002439,E02549,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-12-17 00:47:35,2024-12-17,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002440,E00351,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-12 10:44:37,2024-06-12,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002441,E00072,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-01-04 20:43:30,2024-01-04,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002442,E01357,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-09-28 11:44:34,2024-09-28,2024-12-14,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002443,E01342,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-08-04 06:14:18,2024-08-04,2024-08-20,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0002444,E00222,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-02-17 05:10:08,2024-02-17,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
