src_incident_id,employee_src_id,incident_code,incident_name,severity_level,incident_status,detected_at,closed_at,channel_name,source_system,load_dttm,batch_id
IB-0012568,E02003,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-11-24 19:58:14,2024-11-28 04:58:14,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012569,E00029,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-09-18 04:16:12,2024-09-20 16:16:12,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012570,E02541,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-02-25 02:16:19,2024-02-26 05:16:19,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012571,E01759,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-09-20 01:26:49,2024-09-30 05:26:49,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012572,E02328,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-09-12 04:16:48,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012573,E00009,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-11-23 09:52:02,2024-12-03 15:52:02,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012574,E00434,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-10-05 21:50:24,2024-10-13 03:50:24,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012575,E00354,USB_COPY,Копирование данных на внешний носитель,HIGH,OPEN,2024-08-28 03:54:08,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012576,E00896,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-03-07 15:28:03,2024-03-09 18:28:03,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012577,E01739,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-07-31 09:14:05,2024-08-10 12:14:05,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012578,E00509,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-07-18 03:45:04,2024-07-26 04:45:04,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012579,E02509,USB_COPY,Копирование данных на внешний носитель,HIGH,OPEN,2024-10-08 12:58:21,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012580,E00121,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,OPEN,2024-08-10 06:21:52,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012581,E00083,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-11-09 21:42:53,2024-11-13 05:42:53,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012582,E01662,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-06-17 05:06:20,2024-06-25 10:06:20,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012583,E02043,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-11-11 14:58:32,2024-11-19 01:58:32,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012584,E00395,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-01-29 08:51:26,2024-01-30 12:51:26,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012585,E00635,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-01-03 00:34:15,2024-01-11 08:34:15,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012586,E00874,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,OPEN,2024-04-19 21:43:38,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012587,E00448,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-03-13 02:11:53,2024-03-17 10:11:53,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012588,E00011,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-11-26 00:01:15,2024-11-28 10:01:15,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012589,E00222,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-03-05 00:24:35,2024-03-05 09:24:35,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012590,E00200,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-07-05 00:01:17,2024-07-07 04:01:17,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012591,E00174,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-10-08 10:42:09,2024-10-18 21:42:09,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012592,E02598,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-08-28 13:17:14,2024-09-07 14:17:14,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012593,E02252,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-10-27 21:57:10,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012594,E00215,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-06-03 17:32:07,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012595,E00678,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-09-26 16:17:53,2024-10-06 18:17:53,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012596,E00403,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-03-20 22:17:30,2024-03-29 09:17:30,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012597,E00124,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-07-06 07:14:35,2024-07-08 11:14:35,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012598,E00255,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-01-01 09:05:29,2024-01-04 10:05:29,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012599,E02594,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-03-12 01:43:19,2024-03-19 12:43:19,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012600,E01014,USB_COPY,Копирование данных на внешний носитель,HIGH,OPEN,2024-10-10 01:19:44,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012601,E00097,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-07-29 23:59:00,2024-07-30 08:59:00,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012602,E00126,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-10-25 22:07:23,2024-10-31 07:07:23,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012603,E00796,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-04-11 09:58:20,2024-04-18 18:58:20,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012604,E02740,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-09-27 06:25:34,2024-10-06 10:25:34,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012605,E00638,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,OPEN,2024-03-19 01:28:14,,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012606,E00864,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-03-14 08:58:45,2024-03-23 13:58:45,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012607,E02815,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-03-01 04:16:19,2024-03-02 11:16:19,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012608,E00113,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-08-07 07:44:15,2024-08-16 18:44:15,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012609,E01281,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-07-13 12:49:54,2024-07-18 19:49:54,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012610,E00052,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-03-20 11:30:21,2024-03-25 19:30:21,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012611,E00028,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-04-09 12:25:22,2024-04-20 00:25:22,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012612,E00211,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-11-24 00:22:52,2024-11-27 01:22:52,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012613,E02860,USB_COPY,Копирование данных на внешний носитель,HIGH,OPEN,2024-03-04 22:09:50,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012614,E00185,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-12-01 00:56:29,2024-12-03 05:56:29,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012615,E02628,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,OPEN,2024-07-06 18:02:17,,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012616,E02640,USB_COPY,Копирование данных на внешний носитель,HIGH,OPEN,2024-09-06 03:37:17,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012617,E00148,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-09-21 14:01:25,2024-09-28 21:01:25,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012618,E00286,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-11-28 18:01:40,2024-12-06 05:01:40,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012619,E02866,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-10-01 14:25:18,2024-10-10 21:25:18,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012620,E02816,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-12-16 01:47:30,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012621,E00215,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-02-16 14:31:30,2024-02-22 15:31:30,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012622,E02508,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-04-14 07:58:45,2024-04-17 08:58:45,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012623,E01187,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-06-24 22:01:13,2024-06-26 05:01:13,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012624,E02616,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-12-28 10:49:33,2025-01-05 15:49:33,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012625,E00471,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-04-03 19:14:55,2024-04-06 02:14:55,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012626,E00500,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-03-17 04:15:41,2024-03-25 16:15:41,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012627,E00144,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-02-21 20:27:19,2024-02-27 07:27:19,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012628,E00741,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-02-21 17:17:50,2024-02-27 19:17:50,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012629,E01585,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-07-13 23:54:39,2024-07-17 09:54:39,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012630,E01982,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-05-03 18:05:54,2024-05-11 23:05:54,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012631,E00222,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-09-08 02:19:51,2024-09-11 07:19:51,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012632,E01724,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-03-21 16:29:06,2024-04-01 02:29:06,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012633,E01177,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-05-21 02:24:32,2024-05-23 10:24:32,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012634,E00104,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-01-12 18:37:09,2024-01-13 22:37:09,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012635,E00126,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-06-24 15:00:15,2024-06-27 22:00:15,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012636,E00889,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-09-21 10:33:17,2024-09-27 20:33:17,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012637,E00891,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-08-15 12:25:28,2024-08-23 16:25:28,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012638,E00028,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-01-30 07:52:16,2024-02-09 13:52:16,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012639,E01999,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-09-17 23:20:18,2024-09-20 05:20:18,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012640,E00142,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-10-27 14:26:11,2024-11-02 15:26:11,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012641,E00213,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-04-15 19:25:41,2024-04-17 06:25:41,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012642,E00058,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-11-01 12:34:40,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012643,E02552,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-03-08 17:09:13,2024-03-12 00:09:13,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012644,E00127,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-10-04 09:25:53,2024-10-04 15:25:53,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012645,E02592,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-02-06 01:54:14,2024-02-09 06:54:14,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012646,E02939,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-07-24 21:28:00,2024-07-30 03:28:00,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012647,E00292,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-10-10 04:35:06,2024-10-11 10:35:06,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012648,E02962,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-11-06 01:02:23,2024-11-07 05:02:23,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012649,E00093,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-03-19 05:38:04,2024-03-26 16:38:04,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012650,E00255,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-12-25 03:01:14,2024-12-27 14:01:14,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012651,E00143,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-04-12 06:06:18,2024-04-12 07:06:18,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012652,E00108,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-10-31 23:20:16,2024-11-09 06:20:16,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012653,E01065,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-09-02 18:58:11,2024-09-11 21:58:11,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012654,E01082,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-09-07 13:15:28,2024-09-17 01:15:28,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012655,E02807,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-11-16 20:41:42,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012656,E02226,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-04-13 22:56:28,2024-04-14 05:56:28,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012657,E01482,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-05-21 19:35:45,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012658,E00003,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-09-27 20:51:23,2024-10-08 02:51:23,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012659,E00235,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-10-22 02:52:14,2024-10-29 11:52:14,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012660,E00087,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-01-06 23:34:12,2024-01-13 08:34:12,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012661,E00387,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-09-29 11:42:54,2024-10-02 15:42:54,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012662,E00445,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,OPEN,2024-10-09 14:57:31,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012663,E00433,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-04-11 12:57:25,2024-04-16 17:57:25,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012664,E00898,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-08-26 05:24:48,2024-09-05 15:24:48,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012665,E00112,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-11-23 11:53:14,2024-11-26 23:53:14,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012666,E00191,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-02-02 22:13:05,2024-02-06 04:13:05,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012667,E01956,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-03-12 11:51:35,2024-03-21 14:51:35,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012668,E02110,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-05-03 22:02:44,2024-05-08 04:02:44,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012669,E00044,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,OPEN,2024-02-04 08:28:49,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012670,E01135,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-07-27 19:05:35,2024-07-28 05:05:35,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012671,E02245,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,OPEN,2024-03-01 08:44:55,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012672,E00116,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-03-28 00:48:43,2024-04-07 01:48:43,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012673,E00286,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,OPEN,2024-07-03 16:22:49,,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012674,E00290,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-12-25 02:30:49,2025-01-04 06:30:49,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012675,E01391,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-09-01 23:51:52,2024-09-02 04:51:52,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012676,E00273,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,OPEN,2024-11-15 08:25:14,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012677,E02819,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-03-19 13:52:07,2024-03-30 00:52:07,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012678,E00081,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-04-26 00:23:48,2024-04-28 08:23:48,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012679,E00296,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,OPEN,2024-07-09 00:20:27,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012680,E00740,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-01-10 06:15:34,2024-01-20 09:15:34,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012681,E01902,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-12-16 17:32:06,2024-12-21 23:32:06,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012682,E00232,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-11-07 03:14:33,2024-11-08 15:14:33,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012683,E02131,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-08-05 14:46:15,2024-08-14 00:46:15,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012684,E00577,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-06-03 05:34:12,2024-06-08 11:34:12,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012685,E00264,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-09-20 03:54:16,2024-09-21 07:54:16,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012686,E00281,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,OPEN,2024-08-28 13:58:14,,DLP,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012687,E00289,USB_COPY,Копирование данных на внешний носитель,HIGH,OPEN,2024-06-23 04:42:45,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012688,E02701,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-04-26 23:39:50,2024-04-28 10:39:50,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012689,E00352,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-02-09 06:20:32,2024-02-15 11:20:32,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012690,E00099,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-06-26 05:21:59,2024-06-28 10:21:59,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012691,E02198,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,OPEN,2024-02-25 21:25:10,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012692,E02781,USB_COPY,Копирование данных на внешний носитель,HIGH,CLOSED,2024-10-12 18:41:36,2024-10-15 23:41:36,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012693,E00928,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,CLOSED,2024-07-09 13:01:05,2024-07-11 16:01:05,SOC,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012694,E00128,POLICY_MAIL,Отправка служебных данных на внешнюю почту,HIGH,CLOSED,2024-01-20 17:52:07,2024-01-28 00:52:07,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012695,E00168,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-09-19 04:38:08,2024-09-28 06:38:08,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012696,E00677,PHISH_CLICK,Переход по фишинговой ссылке,MEDIUM,OPEN,2024-07-26 15:22:26,,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012697,E01147,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-12-10 09:26:52,2024-12-12 14:26:52,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012698,E01883,UNAUTH_UPLOAD,Попытка несанкционированной выгрузки,CRITICAL,CLOSED,2024-01-10 23:59:39,2024-01-17 01:59:39,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012699,E00765,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,CLOSED,2024-09-06 14:05:15,2024-09-16 21:05:15,MAIL_GW,ib_incidents,2024-12-31 09:00:00,risk_batch_001
IB-0012700,E01140,PASSWORD_SHARE,Передача пароля третьему лицу,HIGH,OPEN,2024-08-05 04:35:06,,EDR,ib_incidents,2024-12-31 09:00:00,risk_batch_001
