src_absence_event_id,employee_src_id,absence_type_code,absence_type_name,absence_reason_group,start_date,end_date,duration_days,approved_flag,source_system,load_dttm,batch_id
ABS-0002218,E01574,VACATION,Ежегодный отпуск,PLANNED,2024-10-03,2024-10-23,21,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002219,E01574,DAY_OFF,Отгул,WORKLOAD,2024-04-20,2024-04-29,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002220,E01577,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-20,2024-04-27,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002221,E01577,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-08-05,2024-08-12,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002222,E01579,VACATION,Ежегодный отпуск,PLANNED,2024-06-18,2024-07-01,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002223,E01579,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-25,2024-07-06,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002224,E01581,SICK_LEAVE,Больничный,HEALTH,2024-07-24,2024-08-04,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002225,E01581,SICK_LEAVE,Больничный,HEALTH,2024-07-06,2024-07-06,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002226,E01582,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-03,2024-05-03,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002227,E01582,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-01,2024-02-03,3,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002228,E01582,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-29,2024-11-08,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002229,E01583,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-06,2024-05-11,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002230,E01583,VACATION,Ежегодный отпуск,PLANNED,2024-06-30,2024-07-09,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002231,E01583,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-26,2024-08-02,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002232,E01584,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-22,2024-09-22,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002233,E01584,DAY_OFF,Отгул,WORKLOAD,2024-05-22,2024-06-01,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002234,E01585,DAY_OFF,Отгул,WORKLOAD,2024-12-06,2024-12-18,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002235,E01588,DAY_OFF,Отгул,WORKLOAD,2024-08-19,2024-08-31,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002236,E01588,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-22,2024-10-04,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002237,E01588,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-06,2024-07-14,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002238,E01588,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-08-08,2024-08-13,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002239,E01589,DAY_OFF,Отгул,WORKLOAD,2024-10-21,2024-10-27,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002240,E01590,SICK_LEAVE,Больничный,HEALTH,2024-07-09,2024-07-09,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002241,E01590,DAY_OFF,Отгул,WORKLOAD,2024-07-20,2024-07-24,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002242,E01591,SICK_LEAVE,Больничный,HEALTH,2024-06-15,2024-06-15,1,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002243,E01592,DAY_OFF,Отгул,WORKLOAD,2024-08-09,2024-08-18,10,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002244,E01592,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-09,2024-05-09,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002245,E01593,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-28,2024-10-28,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002246,E01594,DAY_OFF,Отгул,WORKLOAD,2024-08-28,2024-09-08,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002247,E01594,VACATION,Ежегодный отпуск,PLANNED,2024-06-14,2024-06-22,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002248,E01594,VACATION,Ежегодный отпуск,PLANNED,2024-07-25,2024-08-06,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002249,E01596,SICK_LEAVE,Больничный,HEALTH,2024-05-03,2024-05-13,11,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002250,E01596,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-17,2024-05-23,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002251,E01596,DAY_OFF,Отгул,WORKLOAD,2024-02-11,2024-02-14,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002252,E01596,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-07,2024-06-20,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002253,E01597,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-15,2024-04-18,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002254,E01597,VACATION,Ежегодный отпуск,PLANNED,2024-01-13,2024-01-24,12,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002255,E01597,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-03,2024-11-11,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002256,E01598,DAY_OFF,Отгул,WORKLOAD,2024-08-09,2024-08-10,2,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002257,E01598,DAY_OFF,Отгул,WORKLOAD,2024-05-19,2024-05-30,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002258,E01598,VACATION,Ежегодный отпуск,PLANNED,2024-02-06,2024-02-24,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002259,E01598,DAY_OFF,Отгул,WORKLOAD,2024-04-18,2024-04-25,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002260,E01599,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-29,2024-02-01,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002261,E01599,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-08,2024-02-10,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002262,E01600,SICK_LEAVE,Больничный,HEALTH,2024-08-31,2024-09-08,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002263,E01601,DAY_OFF,Отгул,WORKLOAD,2024-10-10,2024-10-19,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002264,E01603,DAY_OFF,Отгул,WORKLOAD,2024-03-19,2024-03-23,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002265,E01603,SICK_LEAVE,Больничный,HEALTH,2024-04-28,2024-04-28,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002266,E01604,VACATION,Ежегодный отпуск,PLANNED,2024-06-19,2024-06-26,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002267,E01604,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-08-09,2024-08-21,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002268,E01605,DAY_OFF,Отгул,WORKLOAD,2024-10-13,2024-10-23,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002269,E01605,DAY_OFF,Отгул,WORKLOAD,2024-07-03,2024-07-16,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002270,E01605,DAY_OFF,Отгул,WORKLOAD,2024-01-21,2024-01-25,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002271,E01607,SICK_LEAVE,Больничный,HEALTH,2024-08-11,2024-08-18,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002272,E01607,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-04,2024-10-06,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002273,E01607,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-08-10,2024-08-17,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002274,E01607,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-20,2024-06-21,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002275,E01608,DAY_OFF,Отгул,WORKLOAD,2024-02-02,2024-02-12,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002276,E01608,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-31,2024-06-11,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002277,E01608,VACATION,Ежегодный отпуск,PLANNED,2024-06-13,2024-06-20,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002278,E01608,VACATION,Ежегодный отпуск,PLANNED,2024-03-18,2024-04-04,18,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002279,E01609,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-09,2024-09-12,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002280,E01610,VACATION,Ежегодный отпуск,PLANNED,2024-11-21,2024-12-04,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002281,E01610,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-09,2024-09-19,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002282,E01610,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-02,2024-04-11,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002283,E01611,SICK_LEAVE,Больничный,HEALTH,2024-02-21,2024-02-24,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002284,E01611,DAY_OFF,Отгул,WORKLOAD,2024-01-30,2024-01-31,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002285,E01611,SICK_LEAVE,Больничный,HEALTH,2024-03-10,2024-03-13,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002286,E01611,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-08-13,2024-08-26,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002287,E01614,SICK_LEAVE,Больничный,HEALTH,2024-07-13,2024-07-26,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002288,E01614,DAY_OFF,Отгул,WORKLOAD,2024-12-03,2024-12-09,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002289,E01614,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-11-05,2024-11-14,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002290,E01614,VACATION,Ежегодный отпуск,PLANNED,2024-10-21,2024-11-03,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002291,E01615,VACATION,Ежегодный отпуск,PLANNED,2024-10-14,2024-10-24,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002292,E01615,VACATION,Ежегодный отпуск,PLANNED,2024-10-13,2024-11-01,20,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002293,E01615,DAY_OFF,Отгул,WORKLOAD,2024-04-07,2024-04-17,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002294,E01616,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-08-19,2024-08-29,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002295,E01617,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-18,2024-09-24,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002296,E01617,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-12,2024-07-19,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002297,E01617,VACATION,Ежегодный отпуск,PLANNED,2024-10-31,2024-11-13,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002298,E01618,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-20,2024-02-29,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002299,E01618,DAY_OFF,Отгул,WORKLOAD,2024-11-06,2024-11-06,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002300,E01618,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-19,2024-08-01,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002301,E01619,VACATION,Ежегодный отпуск,PLANNED,2024-11-19,2024-12-04,16,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002302,E01619,VACATION,Ежегодный отпуск,PLANNED,2024-07-21,2024-07-28,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002303,E01621,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-17,2024-11-26,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002304,E01622,SICK_LEAVE,Больничный,HEALTH,2024-07-21,2024-08-03,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002305,E01623,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-12,2024-01-13,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002306,E01624,DAY_OFF,Отгул,WORKLOAD,2024-01-18,2024-01-18,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002307,E01626,VACATION,Ежегодный отпуск,PLANNED,2024-04-05,2024-04-14,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002308,E01626,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-08-26,2024-09-01,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002309,E01626,DAY_OFF,Отгул,WORKLOAD,2024-04-04,2024-04-16,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002310,E01626,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-03,2024-04-12,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002311,E01628,DAY_OFF,Отгул,WORKLOAD,2024-04-13,2024-04-16,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002312,E01629,DAY_OFF,Отгул,WORKLOAD,2024-11-19,2024-11-21,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002313,E01629,DAY_OFF,Отгул,WORKLOAD,2024-08-27,2024-09-01,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002314,E01629,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-06,2024-07-06,1,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002315,E01629,SICK_LEAVE,Больничный,HEALTH,2024-11-14,2024-11-22,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002316,E01630,VACATION,Ежегодный отпуск,PLANNED,2024-05-03,2024-05-18,16,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002317,E01635,VACATION,Ежегодный отпуск,PLANNED,2024-05-07,2024-05-19,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002318,E01635,SICK_LEAVE,Больничный,HEALTH,2024-07-05,2024-07-18,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002319,E01636,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-30,2024-10-31,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002320,E01636,DAY_OFF,Отгул,WORKLOAD,2024-04-23,2024-04-27,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002321,E01636,DAY_OFF,Отгул,WORKLOAD,2024-01-05,2024-01-08,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002322,E01637,VACATION,Ежегодный отпуск,PLANNED,2024-03-24,2024-04-04,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002323,E01638,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-30,2024-04-01,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002324,E01638,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-21,2024-07-02,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002325,E01638,DAY_OFF,Отгул,WORKLOAD,2024-08-15,2024-08-19,5,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002326,E01639,SICK_LEAVE,Больничный,HEALTH,2024-06-18,2024-06-21,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002327,E01639,SICK_LEAVE,Больничный,HEALTH,2024-01-05,2024-01-05,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002328,E01639,VACATION,Ежегодный отпуск,PLANNED,2024-05-21,2024-05-30,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002329,E01639,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-03,2024-02-12,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002330,E01640,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-18,2024-06-22,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002331,E01640,SICK_LEAVE,Больничный,HEALTH,2024-04-03,2024-04-06,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002332,E01641,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-15,2024-09-18,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002333,E01645,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-03,2024-04-09,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002334,E01646,VACATION,Ежегодный отпуск,PLANNED,2024-04-27,2024-05-09,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002335,E01647,DAY_OFF,Отгул,WORKLOAD,2024-07-18,2024-07-28,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002336,E01648,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-26,2024-01-29,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002337,E01648,VACATION,Ежегодный отпуск,PLANNED,2024-05-12,2024-05-20,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002338,E01648,DAY_OFF,Отгул,WORKLOAD,2024-10-09,2024-10-15,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002339,E01648,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-11,2024-06-11,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002340,E01649,SICK_LEAVE,Больничный,HEALTH,2024-09-07,2024-09-10,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002341,E01650,DAY_OFF,Отгул,WORKLOAD,2024-02-12,2024-02-12,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002342,E01651,SICK_LEAVE,Больничный,HEALTH,2024-07-18,2024-07-20,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002343,E01651,DAY_OFF,Отгул,WORKLOAD,2024-09-25,2024-09-27,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002344,E01653,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-09,2024-01-10,2,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002345,E01654,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-08-26,2024-09-03,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002346,E01654,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-11-15,2024-11-26,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002347,E01655,DAY_OFF,Отгул,WORKLOAD,2024-04-27,2024-05-09,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002348,E01657,SICK_LEAVE,Больничный,HEALTH,2024-03-14,2024-03-27,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002349,E01657,SICK_LEAVE,Больничный,HEALTH,2024-02-06,2024-02-14,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002350,E01659,DAY_OFF,Отгул,WORKLOAD,2024-03-21,2024-03-28,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002351,E01659,VACATION,Ежегодный отпуск,PLANNED,2024-10-27,2024-11-08,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002352,E01660,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-11-04,2024-11-08,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002353,E01661,VACATION,Ежегодный отпуск,PLANNED,2024-10-23,2024-11-02,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002354,E01661,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-18,2024-10-23,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002355,E01661,DAY_OFF,Отгул,WORKLOAD,2024-04-04,2024-04-08,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002356,E01662,VACATION,Ежегодный отпуск,PLANNED,2024-01-06,2024-01-16,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002357,E01664,SICK_LEAVE,Больничный,HEALTH,2024-08-08,2024-08-11,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002358,E01665,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-17,2024-09-21,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002359,E01668,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-08,2024-04-13,6,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002360,E01670,DAY_OFF,Отгул,WORKLOAD,2024-07-28,2024-08-04,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002361,E01671,DAY_OFF,Отгул,WORKLOAD,2024-06-10,2024-06-10,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002362,E01672,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-09,2024-01-22,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002363,E01672,VACATION,Ежегодный отпуск,PLANNED,2024-03-30,2024-04-19,21,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002364,E01673,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-07,2024-07-15,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002365,E01673,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-09,2024-05-18,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002366,E01673,DAY_OFF,Отгул,WORKLOAD,2024-04-11,2024-04-11,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002367,E01674,DAY_OFF,Отгул,WORKLOAD,2024-10-21,2024-10-30,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002368,E01675,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-15,2024-06-17,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002369,E01675,SICK_LEAVE,Больничный,HEALTH,2024-08-05,2024-08-11,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002370,E01676,VACATION,Ежегодный отпуск,PLANNED,2024-02-19,2024-02-27,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002371,E01676,DAY_OFF,Отгул,WORKLOAD,2024-07-26,2024-08-02,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002372,E01676,DAY_OFF,Отгул,WORKLOAD,2024-02-24,2024-02-27,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002373,E01676,SICK_LEAVE,Больничный,HEALTH,2024-10-13,2024-10-13,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002374,E01680,DAY_OFF,Отгул,WORKLOAD,2024-08-09,2024-08-14,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002375,E01681,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-17,2024-02-20,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002376,E01681,VACATION,Ежегодный отпуск,PLANNED,2024-02-09,2024-02-25,17,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002377,E01682,VACATION,Ежегодный отпуск,PLANNED,2024-04-16,2024-04-29,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002378,E01683,SICK_LEAVE,Больничный,HEALTH,2024-01-01,2024-01-04,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002379,E01683,SICK_LEAVE,Больничный,HEALTH,2024-08-23,2024-08-29,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002380,E01683,DAY_OFF,Отгул,WORKLOAD,2024-07-17,2024-07-26,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002381,E01683,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-01,2024-01-13,13,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002382,E01684,SICK_LEAVE,Больничный,HEALTH,2024-07-07,2024-07-14,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002383,E01684,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-11-03,2024-11-10,8,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002384,E01684,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-19,2024-01-20,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0002385,E01685,SICK_LEAVE,Больничный,HEALTH,2024-04-27,2024-05-04,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
