src_advance_report_id,employee_src_id,report_period,total_amount_rub,approved_amount_rub,rejected_amount_rub,overdue_days,report_status,approver_employee_src_id,source_system,load_dttm,batch_id
ADV-0001376,E01629,2024-02-01,149905.77,149905.77,0.0,0,IN_REVIEW,E00642,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001377,E01629,2024-12-01,94672.12,94672.12,0.0,0,CLOSED,E00642,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001378,E01630,2024-01-01,144789.32,108423.34,36365.98,0,CLOSED,E00956,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001379,E01630,2024-10-01,172551.46,172551.46,0.0,0,CLOSED,E00956,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001380,E01632,2024-01-01,111753.88,111753.88,0.0,0,CLOSED,E00765,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001381,E01632,2024-05-01,157679.91,152415.46,5264.45,2,OVERDUE,E00765,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001382,E01634,2024-03-01,99485.57,99485.57,0.0,0,APPROVED,E00112,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001383,E01635,2024-12-01,62751.97,62751.97,0.0,0,IN_REVIEW,E00596,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001384,E01635,2024-03-01,148333.1,143630.08,4703.02,0,IN_REVIEW,E00596,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001385,E01637,2024-07-01,93923.23,76378.91,17544.32,0,IN_REVIEW,E01517,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001386,E01637,2024-12-01,85609.37,70137.55,15471.82,0,CLOSED,E01517,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001387,E01638,2024-11-01,111827.16,111827.16,0.0,0,APPROVED,E01473,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001388,E01638,2024-01-01,85220.11,85220.11,0.0,0,CLOSED,E01473,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001389,E01640,2024-05-01,124792.54,124792.54,0.0,0,APPROVED,E00971,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001390,E01640,2024-06-01,110932.67,110932.67,0.0,0,CLOSED,E00971,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001391,E01642,2024-11-01,87161.07,87161.07,0.0,0,IN_REVIEW,E01396,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001392,E01642,2024-07-01,155914.34,155914.34,0.0,0,APPROVED,E01396,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001393,E01643,2024-04-01,127865.53,124268.39,3597.14,0,CLOSED,E00045,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001394,E01644,2024-01-01,175343.2,175343.2,0.0,0,APPROVED,E01120,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001395,E01646,2024-07-01,12900.73,12900.73,0.0,8,OVERDUE,E00871,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001396,E01647,2024-10-01,65279.03,65279.03,0.0,0,CLOSED,E00070,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001397,E01648,2024-12-01,21221.57,21221.57,0.0,8,OVERDUE,E00727,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001398,E01649,2024-10-01,94184.43,74684.53,19499.9,0,IN_REVIEW,E01031,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001399,E01651,2024-03-01,148366.29,148366.29,0.0,0,CLOSED,E01562,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001400,E01651,2024-11-01,56016.28,56016.28,0.0,0,IN_REVIEW,E01562,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001401,E01653,2024-06-01,177668.92,154599.65,23069.27,0,APPROVED,E01430,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001402,E01655,2024-06-01,174972.68,174972.68,0.0,0,APPROVED,E00976,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001403,E01655,2024-04-01,158628.95,158628.95,0.0,0,IN_REVIEW,E00976,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001404,E01656,2024-06-01,125353.38,125353.38,0.0,0,CLOSED,E00357,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001405,E01657,2024-01-01,39231.9,29029.59,10202.31,0,APPROVED,E00513,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001406,E01657,2024-03-01,96584.82,96584.82,0.0,3,OVERDUE,E00513,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001407,E01658,2024-05-01,27882.63,27882.63,0.0,5,OVERDUE,E00658,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001408,E01658,2024-08-01,159335.06,159335.06,0.0,0,IN_REVIEW,E00658,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001409,E01659,2024-04-01,56472.83,56472.83,0.0,1,OVERDUE,E01006,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001410,E01659,2024-08-01,16286.83,16286.83,0.0,0,CLOSED,E01006,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001411,E01660,2024-07-01,118978.8,95442.1,23536.7,0,CLOSED,E01083,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001412,E01662,2024-02-01,152270.52,152270.52,0.0,0,CLOSED,E00836,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001413,E01664,2024-02-01,77916.37,77167.81,748.56,0,IN_REVIEW,E01145,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001414,E01664,2024-07-01,5258.97,3902.57,1356.4,0,IN_REVIEW,E01145,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001415,E01665,2024-08-01,169636.67,169636.67,0.0,0,APPROVED,E01166,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001416,E01667,2024-05-01,157032.84,157032.84,0.0,21,OVERDUE,E00515,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001417,E01667,2024-02-01,169413.91,169413.91,0.0,0,CLOSED,E00515,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001418,E01668,2024-10-01,44428.76,44428.76,0.0,0,APPROVED,E01179,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001419,E01672,2024-09-01,162701.5,162701.5,0.0,0,IN_REVIEW,E01155,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001420,E01673,2024-12-01,104872.31,104872.31,0.0,0,APPROVED,E01255,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001421,E01675,2024-05-01,66553.78,66553.78,0.0,0,CLOSED,E01601,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001422,E01677,2024-05-01,135497.75,135497.75,0.0,33,OVERDUE,E00773,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001423,E01679,2024-09-01,29996.34,26222.86,3773.48,0,IN_REVIEW,E00119,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001424,E01681,2024-06-01,159401.63,159401.63,0.0,35,OVERDUE,E00512,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001425,E01682,2024-02-01,29248.47,29248.47,0.0,0,IN_REVIEW,E00644,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001426,E01683,2024-04-01,102934.83,102934.83,0.0,0,CLOSED,E00981,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001427,E01684,2024-01-01,72014.53,72014.53,0.0,0,CLOSED,E00422,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001428,E01684,2024-01-01,60163.89,57164.18,2999.71,0,IN_REVIEW,E00422,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001429,E01688,2024-02-01,21216.97,21216.97,0.0,0,APPROVED,E01067,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001430,E01689,2024-08-01,162744.24,162744.24,0.0,0,IN_REVIEW,E01614,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001431,E01693,2024-01-01,16732.56,15948.41,784.15,0,APPROVED,E01091,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001432,E01695,2024-10-01,148408.77,141722.32,6686.45,0,CLOSED,E00699,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001433,E01696,2024-01-01,20739.54,20739.54,0.0,0,IN_REVIEW,E01134,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001434,E01697,2024-06-01,67325.13,67325.13,0.0,0,APPROVED,E01473,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001435,E01699,2024-02-01,141900.45,141900.45,0.0,37,OVERDUE,E01580,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001436,E01702,2024-10-01,14623.87,14623.87,0.0,0,CLOSED,E00901,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001437,E01703,2024-07-01,73024.33,50817.58,22206.75,0,IN_REVIEW,E01187,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001438,E01706,2024-10-01,123840.57,123840.57,0.0,0,APPROVED,E00079,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001439,E01708,2024-07-01,103317.44,103317.44,0.0,0,CLOSED,E00092,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001440,E01708,2024-02-01,18973.89,18973.89,0.0,0,IN_REVIEW,E00092,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001441,E01709,2024-10-01,24049.08,24049.08,0.0,0,APPROVED,E01047,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001442,E01710,2024-02-01,40129.7,40129.7,0.0,0,IN_REVIEW,E01395,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001443,E01710,2024-03-01,109626.89,109626.89,0.0,0,CLOSED,E01395,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001444,E01712,2024-08-01,134342.38,134342.38,0.0,0,APPROVED,E00603,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001445,E01713,2024-10-01,155914.16,155914.16,0.0,0,IN_REVIEW,E01211,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001446,E01714,2024-04-01,115176.13,115176.13,0.0,0,IN_REVIEW,E01520,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001447,E01715,2024-08-01,14111.43,12700.35,1411.08,7,OVERDUE,E01194,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001448,E01715,2024-08-01,162381.33,162381.33,0.0,0,CLOSED,E01194,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001449,E01716,2024-12-01,171594.69,171594.69,0.0,0,CLOSED,E00460,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001450,E01716,2024-02-01,158138.13,109512.57,48625.56,41,OVERDUE,E00460,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001451,E01718,2024-05-01,141828.73,141828.73,0.0,0,IN_REVIEW,E00650,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001452,E01719,2024-04-01,155847.75,155847.75,0.0,0,IN_REVIEW,E01573,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001453,E01720,2024-10-01,147677.48,147677.48,0.0,0,CLOSED,E00840,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001454,E01721,2024-03-01,110045.67,110045.67,0.0,0,CLOSED,E01339,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001455,E01721,2024-07-01,159139.47,159139.47,0.0,12,OVERDUE,E01339,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001456,E01722,2024-06-01,40691.84,37114.77,3577.07,0,CLOSED,E01694,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001457,E01723,2024-06-01,130660.93,130660.93,0.0,21,OVERDUE,E01630,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001458,E01727,2024-01-01,45441.35,45441.35,0.0,0,CLOSED,E01085,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001459,E01729,2024-04-01,153172.92,153172.92,0.0,0,APPROVED,E00093,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001460,E01729,2024-04-01,62805.34,49669.45,13135.89,43,OVERDUE,E00093,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001461,E01730,2024-12-01,149156.54,149156.54,0.0,0,APPROVED,E00893,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001462,E01731,2024-09-01,113141.02,77437.02,35704.0,0,APPROVED,E01208,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001463,E01731,2024-04-01,132166.56,132166.56,0.0,0,CLOSED,E01208,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001464,E01733,2024-12-01,99289.73,67956.48,31333.25,33,OVERDUE,E00199,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001465,E01735,2024-03-01,158417.11,139711.47,18705.64,0,CLOSED,E00366,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001466,E01736,2024-11-01,122267.61,122267.61,0.0,0,APPROVED,E01261,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001467,E01736,2024-11-01,174304.88,174304.88,0.0,0,APPROVED,E01261,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001468,E01737,2024-11-01,20300.98,20300.98,0.0,0,APPROVED,E00997,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001469,E01738,2024-10-01,97815.02,97815.02,0.0,0,CLOSED,E01365,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001470,E01738,2024-03-01,34224.27,34224.27,0.0,0,APPROVED,E01365,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001471,E01740,2024-03-01,168729.33,137642.46,31086.87,26,OVERDUE,E01685,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001472,E01742,2024-04-01,127781.53,127781.53,0.0,0,CLOSED,E00886,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001473,E01742,2024-09-01,96097.23,96097.23,0.0,0,APPROVED,E00886,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001474,E01745,2024-01-01,41681.11,40281.66,1399.45,10,OVERDUE,E00645,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001475,E01745,2024-02-01,82307.13,82307.13,0.0,0,CLOSED,E00645,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001476,E01747,2024-12-01,108395.52,108395.52,0.0,0,IN_REVIEW,E00771,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001477,E01750,2024-12-01,179010.56,179010.56,0.0,43,OVERDUE,E00428,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001478,E01751,2024-07-01,164852.4,117881.37,46971.03,0,CLOSED,E00481,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001479,E01751,2024-11-01,139234.15,139234.15,0.0,0,CLOSED,E00481,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001480,E01752,2024-08-01,60929.34,60929.34,0.0,0,IN_REVIEW,E00599,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001481,E01752,2024-06-01,74275.04,59440.23,14834.81,1,OVERDUE,E00599,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001482,E01753,2024-08-01,36175.79,36175.79,0.0,0,CLOSED,E00606,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001483,E01754,2024-08-01,47813.0,47813.0,0.0,20,OVERDUE,E00667,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001484,E01755,2024-07-01,102721.27,102721.27,0.0,0,CLOSED,E01353,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001485,E01755,2024-06-01,80409.47,80409.47,0.0,0,IN_REVIEW,E01353,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001486,E01756,2024-11-01,89564.98,89564.98,0.0,0,CLOSED,E01002,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001487,E01757,2024-01-01,119983.79,119983.79,0.0,4,OVERDUE,E00441,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001488,E01757,2024-05-01,90492.13,90492.13,0.0,12,OVERDUE,E00441,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001489,E01758,2024-12-01,72490.58,72490.58,0.0,0,IN_REVIEW,E00843,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001490,E01758,2024-10-01,110011.75,110011.75,0.0,44,OVERDUE,E00843,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001491,E01759,2024-03-01,71044.93,71044.93,0.0,0,APPROVED,E00550,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001492,E01760,2024-07-01,84838.48,84838.48,0.0,0,IN_REVIEW,E00454,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001493,E01761,2024-06-01,159705.68,129963.97,29741.71,0,IN_REVIEW,E01257,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001494,E01762,2024-11-01,145133.87,145133.87,0.0,0,CLOSED,E00044,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001495,E01767,2024-08-01,115970.79,115970.79,0.0,0,IN_REVIEW,E00618,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001496,E01767,2024-11-01,43946.66,37152.72,6793.94,0,APPROVED,E00618,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001497,E01768,2024-09-01,78526.4,78526.4,0.0,0,APPROVED,E00254,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001498,E01769,2024-11-01,87460.98,87460.98,0.0,0,IN_REVIEW,E00157,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001499,E01771,2024-01-01,101286.3,101286.3,0.0,17,OVERDUE,E00871,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001500,E01772,2024-08-01,23636.41,23636.41,0.0,0,CLOSED,E00542,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001501,E01773,2024-03-01,166042.42,166042.42,0.0,0,IN_REVIEW,E00833,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001502,E01774,2024-05-01,108203.64,108203.64,0.0,0,IN_REVIEW,E00036,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001503,E01774,2024-08-01,6499.29,6499.29,0.0,0,IN_REVIEW,E00036,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001504,E01776,2024-09-01,160106.76,160106.76,0.0,11,OVERDUE,E01317,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001505,E01778,2024-08-01,17642.2,17642.2,0.0,0,IN_REVIEW,E00970,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001506,E01779,2024-12-01,103101.35,83066.02,20035.33,0,IN_REVIEW,E00517,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001507,E01783,2024-05-01,160489.87,160489.87,0.0,0,CLOSED,E00028,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001508,E01784,2024-03-01,23566.37,23566.37,0.0,44,OVERDUE,E00233,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001509,E01785,2024-08-01,166874.16,115534.99,51339.17,21,OVERDUE,E01534,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001510,E01785,2024-02-01,121109.25,121109.25,0.0,19,OVERDUE,E01534,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001511,E01786,2024-09-01,150115.53,150115.53,0.0,0,CLOSED,E00603,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001512,E01786,2024-06-01,111471.06,111471.06,0.0,0,CLOSED,E00603,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001513,E01788,2024-10-01,19271.29,19271.29,0.0,23,OVERDUE,E01645,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001514,E01789,2024-02-01,174891.73,174891.73,0.0,0,CLOSED,E00432,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001515,E01791,2024-05-01,17261.14,17261.14,0.0,0,CLOSED,E00193,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001516,E01792,2024-01-01,115212.96,113990.94,1222.02,0,CLOSED,E00137,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001517,E01794,2024-04-01,116712.99,116712.99,0.0,0,CLOSED,E00826,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001518,E01795,2024-10-01,43308.09,43308.09,0.0,0,IN_REVIEW,E00211,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001519,E01796,2024-10-01,31679.46,31679.46,0.0,0,CLOSED,E01070,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001520,E01798,2024-11-01,100740.81,100740.81,0.0,0,CLOSED,E00444,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001521,E01800,2024-06-01,122899.17,122899.17,0.0,0,CLOSED,E00967,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001522,E01800,2024-11-01,53673.01,53673.01,0.0,0,IN_REVIEW,E00967,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001523,E01802,2024-04-01,63201.17,63201.17,0.0,28,OVERDUE,E00161,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001524,E01802,2024-12-01,99592.81,99592.81,0.0,0,CLOSED,E00161,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001525,E01804,2024-01-01,30039.87,30039.87,0.0,0,CLOSED,E00365,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001526,E01805,2024-05-01,161555.87,161555.87,0.0,0,CLOSED,E00438,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001527,E01805,2024-11-01,70073.19,70073.19,0.0,0,CLOSED,E00438,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001528,E01806,2024-03-01,176477.02,139359.87,37117.15,0,APPROVED,E00022,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001529,E01807,2024-01-01,9371.08,9371.08,0.0,0,CLOSED,E00673,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001530,E01809,2024-05-01,97044.39,97044.39,0.0,0,APPROVED,E01443,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001531,E01812,2024-08-01,82645.69,54260.91,28384.78,21,OVERDUE,E01461,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001532,E01813,2024-01-01,159578.03,159578.03,0.0,0,IN_REVIEW,E01733,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001533,E01814,2024-01-01,70653.74,70653.74,0.0,0,CLOSED,E01115,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001534,E01816,2024-11-01,31481.57,31481.57,0.0,44,OVERDUE,E00826,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001535,E01816,2024-07-01,90615.57,90615.57,0.0,0,IN_REVIEW,E00826,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001536,E01817,2024-10-01,32554.13,32554.13,0.0,0,IN_REVIEW,E01560,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001537,E01817,2024-02-01,28258.38,28258.38,0.0,0,CLOSED,E01560,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001538,E01819,2024-04-01,40289.81,40289.81,0.0,0,IN_REVIEW,E00719,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001539,E01820,2024-01-01,140105.13,96914.46,43190.67,0,APPROVED,E00186,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001540,E01820,2024-05-01,105975.06,105975.06,0.0,41,OVERDUE,E00186,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001541,E01824,2024-11-01,137930.79,137930.79,0.0,6,OVERDUE,E01711,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001542,E01824,2024-03-01,70771.27,70771.27,0.0,0,APPROVED,E01711,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001543,E01825,2024-05-01,32242.02,32242.02,0.0,0,IN_REVIEW,E00542,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001544,E01827,2024-09-01,139479.3,139479.3,0.0,0,IN_REVIEW,E01199,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001545,E01828,2024-02-01,115063.85,107562.75,7501.1,0,CLOSED,E01661,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001546,E01830,2024-02-01,106755.59,106755.59,0.0,0,IN_REVIEW,E00535,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001547,E01831,2024-10-01,25258.19,25258.19,0.0,0,APPROVED,E01202,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001548,E01831,2024-11-01,54336.22,54336.22,0.0,0,CLOSED,E01202,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001549,E01833,2024-02-01,92390.35,92390.35,0.0,0,CLOSED,E01327,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001550,E01834,2024-09-01,161765.47,161765.47,0.0,0,IN_REVIEW,E01541,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001551,E01835,2024-11-01,28109.86,28109.86,0.0,0,APPROVED,E00970,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001552,E01835,2024-04-01,8199.44,5560.08,2639.36,0,IN_REVIEW,E00970,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001553,E01836,2024-12-01,156102.22,156102.22,0.0,0,APPROVED,E00615,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001554,E01836,2024-11-01,177254.2,177254.2,0.0,40,OVERDUE,E00615,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001555,E01837,2024-10-01,127385.69,127385.69,0.0,0,APPROVED,E01586,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001556,E01838,2024-02-01,10008.17,10008.17,0.0,0,IN_REVIEW,E00616,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001557,E01841,2024-04-01,131024.25,131024.25,0.0,0,CLOSED,E00165,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001558,E01842,2024-12-01,70836.92,69654.41,1182.51,0,APPROVED,E01138,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001559,E01842,2024-02-01,94127.48,94127.48,0.0,0,IN_REVIEW,E01138,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001560,E01843,2024-01-01,46193.62,46193.62,0.0,0,IN_REVIEW,E01127,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001561,E01843,2024-08-01,19034.29,19034.29,0.0,11,OVERDUE,E01127,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001562,E01845,2024-02-01,106226.35,106226.35,0.0,0,IN_REVIEW,E01840,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001563,E01845,2024-11-01,93586.65,77001.61,16585.04,0,APPROVED,E01840,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001564,E01846,2024-04-01,172265.38,172265.38,0.0,0,APPROVED,E00711,finance_advance,2024-12-31 12:00:00,finance_batch_001
ADV-0001565,E01847,2024-11-01,54205.9,54205.9,0.0,0,APPROVED,E00756,finance_advance,2024-12-31 12:00:00,finance_batch_001
